Confirmed, Source, KOR
,"【限定イベント】で探索ミニゲームをクリアすると追加報酬を獲得できます。【限定イベント】が終了すると探索ミニゲームも終了するので、ご注意ください。","【한정 이벤트】에서 탐색 미니 게임을 클리어하면 추가 보상을 획득할 수 있습니다.【한정 이벤트】가 종료되면 탐색 미니게임도 종료되므로 주의해 주십시오."
,"【限定イベント】には、イベントに関連する探索ミニゲームが存在する場合もあります。","【한정 이벤트】에는, 이벤트에 관련된 탐색 미니 게임이 존재하는 경우도 있습니다."
,"【限定イベント】にはメインから独立したサイドストーリーとイベントステージがあります","【한정 이벤트】에는 메인으로부터 독립된 사이드 스토리와 이벤트 스테이지가 있습니다."
,"【限定イベント】内でイベントステージをある程度進めると、限定BOSS挑戦が開放されます","【한정 이벤트】내에서 이벤트 스테이지를 어느 정도 진행하면, 한정 BOSS 도전이 개방됩니다."
,"【기간한정】에는 이벤트에 관한 탐색미니게임이 있을 수 있습니다.","【기간한정】에는 이벤트에 관한 탐색미니게임이 있을 수 있습니다."
,"【기간한정 이벤트】에서 탐색미니게임을 클리어하면 추가 보상을 획득할 수 있습니다.【기간한정 이벤트】가 종료되면 탐색미니게임도 종료되므로 주의해 주세요.","【기간한정 이벤트】에서 탐색미니게임을 클리어하면 추가 보상을 획득할 수 있습니다.【기간한정 이벤트】가 종료되면 탐색미니게임도 종료되므로 주의해 주세요."
,"【기술 코드】","【기술 코드】"
,"【다크 지역의 억제】는 경험이 있는 지휘관에게 준비된 고난이도 전투 행동입니다.잘 준비해주세요.","【다크 지역의 억제】는 경험이 있는 지휘관에게 준비된 고난이도 전투 행동입니다.잘 준비해주세요."
,"【동맹】내의 위클리 임무에 들어가, 임무를 클리어하면 보급으로 레어 아이템과 교환할 수 있는 [동맹 카드]를 받을 수 있습니다.","【동맹】내의 위클리 임무에 들어가, 임무를 클리어하면 보급으로 레어 아이템과 교환할 수 있는 [동맹 카드]를 받을 수 있습니다."
,"【동맹】의 로그인율이 일정 레벨에 도달하면, 동맹 멤버 전원이 로그인율 보상을 획득할 수 있습니다.","【동맹】의 로그인율이 일정 레벨에 도달하면, 동맹 멤버 전원이 로그인율 보상을 획득할 수 있습니다."
,"【사해의 보물찾기】는 퍼즐타입의 탐색미니게임입니다.","【사해의 보물찾기】는 퍼즐타입의 탐색미니게임입니다."
,"【사해의 보물찾기】에는 3장의 퍼즐이 있습니다. 각 퍼즐에는 7장의 큰 피스가 있습니다. 7장의 피스를 모아 퍼즐을 완성하면 해당 퍼즐의 보상을 획득할 수 있습니다","【사해의 보물찾기】에는 3장의 퍼즐이 있습니다. 각 퍼즐에는 7장의 큰 피스가 있습니다. 7장의 피스를 모아 퍼즐을 완성하면 해당 퍼즐의 보상을 획득할 수 있습니다"
,"【서류】","【서류】"
,"【이화항점】은 매주 갱신되며, 항점 진척 상황에 따라 소탕이 이루어집니다.","【이화항점】은 매주 갱신되며, 항점 진척 상황에 따라 소탕이 이루어집니다."
,"【자원 획득】에는 무스 포획과 상금 임무의 2개의 스테이지가 존재하고 있으며, 클리어함으로써 대량의 자원을 획득할 수 있습니다.","【자원 획득】에는 무스 포획과 상금 임무의 2개의 스테이지가 존재하고 있으며, 클리어함으로써 대량의 자원을 획득할 수 있습니다."
,"【중급 기술 코드】","【중급 기술 코드】"
,"【초급 기술 코드】","【초급 기술 코드】"
,"【총력도전】은 대량의 작전경험을 가진 지휘관을 위한 도전행동으로, 지휘관 레벨이 행동의 조건을 충족하게 되면 【총력도전】이 해제됩니다.","【총력도전】은 대량의 작전경험을 가진 지휘관을 위한 도전행동으로, 지휘관 레벨이 행동의 조건을 충족하게 되면 【총력도전】이 해제됩니다."
,"【총력도전】은 시즌제입니다. BOSS는 매주 속성이 변합니다. 테스트 시즌은 속성이 변하지 않습니다.","【총력도전】은 시즌제입니다. BOSS는 매주 속성이 변합니다. 테스트 시즌은 속성이 변하지 않습니다."
,"【탐색함】은 함대 내에서 AG를 파견시켜 자원을 수집할 수 있는 시설입니다.","【탐색함】은 함대 내에서 AG를 파견시켜 자원을 수집할 수 있는 시설입니다."
,"【한정 이벤트】내에서 이벤트 스테이지를 어느 정도 진행하면, 한정 BOSS 도전이 개방됩니다.","【한정 이벤트】내에서 이벤트 스테이지를 어느 정도 진행하면, 한정 BOSS 도전이 개방됩니다."
,"【한정 이벤트】에는 메인으로부터 독립된 사이드 스토리와 이벤트 스테이지가 있습니다.","【한정 이벤트】에는 메인으로부터 독립된 사이드 스토리와 이벤트 스테이지가 있습니다."
,"さらにパズルを3枚全て完成させると、追加の特別報酬を獲得できます。","추가로 퍼즐을 3장 모두 완성하면 추가 특별 보상을 획득할 수 있습니다."
,"さらに任務挑戦報酬は同盟全体のメンバーで共有されます。","또한 임무 도전 보상은 동맹 전체의 구성원이 공유합니다."
,"その上昇とともに、AGの【信頼度レベル】","그 상승과 함께 AG의 【신뢰도 레벨】"
,"その他：特定の条件をクリアすることで、特殊壁紙がアンロックされます。","기타 : 특정 조건을 클리어함으로써 특수 벽지가 언락됩니다."
,"で表されます。追加属性が提供する属性の種類は固定ではなく、装備Lv.の強化によって、追加属性のタイトルが一つ一つ開放され、装備ランクのレア度によって最大で4個の追加属性があります。","로 표현됩니다. 추가 속성이 제공하는 속성의 종류는 고정이 아닌 장비 Lv.의 강화로 인해 추가 속성의 제목이 하나씩 개방되며 장비 등급의 희귀도에 따라 최대 4개의 추가 속성이 있습니다."
,"で表示されます。","로 표시됩니다."
,"と【勲章】","도 【훈장】"
,"どの資源獲得ステージも、最初の2回のドロップで特別報酬を獲得できます。 ","어떤 자원 획득 스테이지도 처음 두 번의 드롭으로 특별 보상을 획득할 수 있습니다."
,"は敵と味方のキャラの属性で、","는 적과 아군 캐릭터의 속성으로,"
,"また、メニューの【編成】","또, 메뉴의【편성】"
,"また、主艦内には様々な母艦イベントがあり、AGとの信頼度が一定レベルに達するか発動条件を満たすと、母艦内で特別なストーリーを見ることができます。","또한 주함 내에는 다양한 모함 이벤트가 있어 AG와의 신뢰도가 일정 수준에 도달하거나 발동 조건을 충족하면 모함 내에서 특별한 스토리를 볼 수 있습니다."
,"また速度配置をタップして、AIその派遣に最もふさわしいAGを自動的に選択することもできます。","또한 속도 배치를 탭하여 AI 파견에 가장 적합한 AG를 자동으로 선택할 수도 있습니다."
,"を上げることができます。信頼度レベルはAG新たなボイスや背景ストーリーをアンロックすることができます。","을 올릴 수 있습니다.신뢰도 레벨은 AG 새로운 보이스나 배경 스토리를 언락할 수 있습니다."
,"を消費することでAGのスキルレベルを上げることができます。","을 소비함으로써 AG의 스킬 레벨을 올릴 수 있습니다."
,"アイテム支援を通じて支援リクエストを申請することができ、他のギルドメンバーはアイテムを寄贈することができる。","아이템 지원을 통해 지원 요청을 신청할 수 있으며, 다른 길드 멤버는 아이템을 기증할 수 있다."
,"イベントステージをクリアすると相応のコインをドロップし、コインはイベントショップで報酬と交換できます。","이벤트 스테이지를 클리어하면 상응하는 코인을 드롭하고, 코인은 이벤트 숍에서 보상으로 교환할 수 있습니다."
,"イベントCG：イベントステージをクリアしてイベントストーリーを見ることで、使用可能なイベントCG壁紙がアンロックされます。限定イベントを逃した場合、一時的にイベントCGをアンロックできない可能性があります。","이벤트 CG : 이벤트 스테이지를 클리어하고 이벤트 스토리를 보면 사용 가능한 이벤트 CG 벽지가 언락됩니다.한정 이벤트를 놓친 경우 일시적으로 이벤트 CG를 언락하지 못할 수 있습니다."
,"エネルギー系統のメイン属性はHP、","에너지 계통의 메인 속성은 HP,"
,"カスタム設定：画面右上の矢印をタップするとオート戦闘に対してカスタム設定ができます","커스텀 설정: 화면 오른쪽 상단 화살표를 누르면 자동 전투에 대해 커스텀 설정을 할 수 있습니다"
,"キャラアイコンがより下、アイコンの下のパーセンテージがより<color=#FF0000>100%</color>に近いほど、先に行動します。","캐릭터 아이콘이 더 아래, 아이콘 아래의 퍼센티지가 더<color=#FF0000>100%</color>에 가까울수록 먼저 행동합니다."
,"キャラ立ち絵を壁紙にする際、ここをタップするとキャラ立ち絵の背景を変更することができます。CGを背景にする場合、このボタンは使用できません。","캐릭터 그리기 그림을 벽지로 만들 때 여기를 탭하면 캐릭터 그리기 배경을 변경할 수 있습니다.CG를 배경으로 할 경우 이 버튼을 사용할 수 없습니다."
,"キャラ：アンロック済みのAG、戦装を使用して、メイン画面の壁紙を変更することができます。また、背景ボタンを使用してAG背景を変更するこもできます。","캐릭터 : 언락된 AG, 전장을 사용하여 메인 화면의 벽지를 변경할 수 있습니다.또한 배경 버튼을 사용하여 AG 배경을 변경할 수도 있습니다."
,"サイドステージ：","사이드 스테이지:"
,"シーズンスコアの集計が行われるたびに、プレイヤーのシーズンランキングに応じて報酬が配布されます。","시즌 점수 집계가 이루어질 때마다 플레이어의 시즌 순위에 따라 보상이 배포됩니다."
,"シーズン集計時に、シーズンスコアのランキングに応じて、栄誉報酬が配布され、シーズンスコアはリセットされます。","시즌 집계 시 시즌 점수 순위에 따라 영예 보상이 배포되며 시즌 점수는 재설정됩니다."
,"シールド：主に味方キャラを守るキャラに多く、敵の与ダメージを引き受けます","쉴드 : 주로 아군 캐릭터를 지키는 캐릭터에 많으며 적의 피해를 떠맡습니다"
,"スキルレベルは1上がるごとに、効果が強化されます。また、星数によってスキル強化に必要な【技術コード】のレアリティも異なります。","스킬 레벨은 1 올라갈 때마다 효과가 강화됩니다.또, 별수에 따라서 스킬 강화에 필요한【기술 코드】의 레어리티도 다릅니다."
,"ストライカー：主に敵を殲滅するキャラに多く、大量のダメージを与えます","스트라이커: 주로 적을 섬멸하는 캐릭터에게 많으며, 대량의 피해를 입힙니다."
,"ストーリーの戦闘ステージから独立しています。","이야기의 전투 스테이지로부터 독립되어 있습니다."
,"ストーリーを語るストーリーステージで、戦闘は含まれず、,見終わるとストーリーステージは消えます。","스토리를 이야기하는 스토리 스테이지로 전투는 포함되지 않으며, 다 보면 스토리 스테이지는 사라집니다."
,"ストーリーステージ：","스토리 스테이지:"
,"タクティクス：ある方面において独特な特性を持ち、特殊な戦闘シーンにおいて特別な力を発揮します","택틱스: 어떤 방면에서 독특한 특성을 가지며 특수한 전투 장면에서 특별한 힘을 발휘합니다"
,"バランサー：各方面の能力が平均的で、様々な戦闘に対応できます","균형자 : 각 방면의 능력이 평균적이며 다양한 전투에 대응할 수 있습니다"
,"パッシブスキルはスキル冷却時間増加、減少効果の影響を受けません。","패시브 스킬은 스킬 쿨타임 시간 증가, 감소 효과의 영향을 받지 않습니다."
,"ヒーラー：味方キャラのHPを回復して守ります","힐러 : 아군 캐릭터의 HP를 회복하고 보호합니다."
,"ムース捕獲：大量の【ニャンボー】を獲得できます。","무스 포획 : 대량의 [캣볼]를 획득할 수 있습니다."
,"メインバトルの進度が進むとともに、派遣できるエリアや同時に派遣できる部隊も増えます。","메인 배틀의 진도가 진행되는 동시에 파견할 수 있는 영역이나 동시에 파견할 수 있는 부대도 증가합니다."
,"メイン装備のサブ属性のタイトル数が素材装備を超える場合、合成後のタイトル数は素材装備の数になるため、慎重に操作を行ってください。","메인 장비의 하위 속성의 타이틀 수가 소재 장비를 초과할 경우 합성 후 타이틀 수는 소재 장비의 수가 되므로 신중하게 조작하여 주십시오."
,"メインCG：メインステージをクリアしてストーリーを見ることで、使用可能なメインCG壁紙がアンロックされます。","메인 CG: 메인 스테이지를 클리어하고 스토리를 보면 사용 가능한 메인 CG 벽지가 언락됩니다."
,"一定数の資金を消費すると、メイン装備のサブ属性と素材装備のサブ属性が入れ替わります。ただし、セット効果は移行されません。","일정 수의 자금을 소비하면 메인 장비의 서브속성과 소재 장비의 서브속성이 바뀝니다.단, 세트 효과는 이행되지 않습니다."
,"一部のキャラスキルはスキル冷却時間の増加、減少効果があり、追加で冷却時間を増加、減少させることができます。","일부 캐릭터 스킬은 스킬 쿨타임 시간의 증가, 감소 효과가 있으며 추가로 쿨타임 시간을 증가, 감소시킬 수 있습니다."
,"下のDIYモードをタップすると","아래 DIY 모드를 탭하시면"
,"不利な属性で攻撃すると敵は50%の確率でこの攻撃を偏らせます。\n偏りは与<color=#42ebff>ダメージをダウンさせ25%</color>、さらに攻撃による効果が付加されません。戦闘中偏りを受けたダメージは表示される数字内にグレーの数字で現れます。","불리한 속성으로 공격하면 적은 50%확률로 이 공격을 편중시킵니다.\n편향은 여<color=#42ebff>데미지를 다운시켜 25%</color>또한 공격에 의한 효과가 부가되지 않습니다.전투 중 편향된 피해는 표시되는 숫자 내에 회색 숫자로 나타납니다."
,"今回の攻撃が偏りを受けた場合、与ダメージがダウンし25%、会心と重撃が発動されず、スキル付加の大部分の弱化効果も発動しなくなります。","이번 공격이 편중될 경우 여 데미지가 다운되어 25%, 치명타와 중격이 발동되지 않으며 스킬 부가 대부분의 약화 효과도 발동하지 않게 됩니다."
,"任務目標のクリア数が増えるとともに、現在のチャプターの目標報酬もアンロックされます。","임무 목표의 클리어 수가 증가하고 현재 챕터의 목표 보상도 언락됩니다."
,"倉庫の上限を拡張でき、最大600個まで拡張できます。","창고 상한을 확장할 수 있으며 최대 600개까지 확장할 수 있습니다."
,"偏り：攻撃スキルを使用すると、以下の公式に基づいて判定が行われます。","편향: 공격 스킬을 사용하면 아래 공식에 따라 판정이 이루어집니다."
,"出発準備をタップすると派遣するAGを選択でき、必要な条件を満たすとその任務の派遣を進めることができます。また、追加条件をクリアするとより高額の報酬がもらえます。","출발 준비를 탭하면 파견할 AG를 선택할 수 있고, 필요한 조건을 충족하면 해당 임무 파견을 진행할 수 있습니다.또한 추가 조건을 클리어하면 보다 고액의 보수를 받을 수 있습니다."
,"分解","분해"
,"初めて規定の目標をクリアすると【結晶石】を","처음으로 규정된 목표를 클리어하면 [결정석]을"
,"右側に素材装備を入れて","오른쪽에 소재장비를 넣고"
,"合成後、素材装備は失われ、装備強化レベルはメイン装備の強化レベルが維持されます。","합성 후 소재 장비는 상실되고 장비 강화 수준은 메인 장비 강화 수준이 유지됩니다."
,"同時にイベントステージをクリアすると、メイン画面で使用できるCGと図鑑コレクションがアンロックされます。イベントが終了すると受け取れなくなるので、忘れずに受け取りましょう。","동시에 이벤트 스테이지를 클리어하면 메인 화면에서 사용할 수 있는 CG와 도감 컬렉션이 언락됩니다.이벤트가 종료되면 받을 수 없게 되니까 잊지 말고 받아요."
,"同時に<color=#6ef258>疾風</color>属性のユニットから抑制効果を受けます。","동시에<color=#6ef258>질풍</color>속성의 유닛으로부터 억제 효과를 받습니다."
,"同盟の経験値がいっぱいになると、自動的にLv.アップする。同盟のLv.が高いほどメンバーを多く受け入れられる。","동맹 경험치가 가득 차면 자동으로 Lv.업된다.동맹의 Lv.가 높을수록 멤버를 많이 받아들일 수 있다."
,"同盟カードを消費すると、同盟補給内で報酬と交換できます","동맹 카드를 소비하면 동맹 보급 내에서 보상과 교환할 수 있습니다"
,"同盟リーダーは同盟情報画面でメンバーの管理、プレイヤーの招待およびメンバーの除名を行うことができる。","동맹 리더는 동맹 정보 화면에서 멤버 관리, 플레이어 초대 및 멤버 제명을 할 수 있다."
,"同盟情報を開くと、その同盟のメンバーの基本情報や貢献を確認することができる。","동맹 정보를 열면 그 동맹 멤버의 기본 정보 및 공헌을 확인할 수 있다."
,"同盟構築ページは師団組織およびアイテム支援に分かれている。","동맹 구축 페이지는 사단 조직 및 아이템 지원으로 나뉘어 있다."
,"同盟演習画面左下の戦況には、リアルタイムで同盟メンバーの戦闘状況が更新されます。","동맹 연습 화면 좌측 하단의 전황에는 실시간으로 동맹 멤버의 전투 상황이 업데이트됩니다."
,"同盟画面を開くと、同盟マイページで同盟の基本情報や同盟に関するイベントを確認することができる。","동맹 화면을 열면 동맹 마이페이지에서 동맹의 기본 정보 및 동맹에 관한 이벤트를 확인할 수 있다."
,"同盟BOSSが追撃状態で倒されると、ロック期がすぐに解除され、指揮官はすぐに再配置できます。","동맹 BOSS가 추격 상태에서 쓰러지면 잠금기가 바로 해제되고 지휘관은 바로 재배치할 수 있습니다."
,"図鑑またはチャプター右下のストーリー回顧で","도감 또는 챕터 우측 하단의 스토리 회고로"
,"地図の切れ端が一定の数に達すると、【砂海の宝探し】の切れ端箱にある大きな切れ端が解放されます。","지도의 조각이 일정한 수에 도달하면, 【모래 바다의 보물 찾기】의 조각 상자에 있는 큰 조각이 해방됩니다."
,"報酬として入手します。","보수로 입수합니다."
,"増幅パーツ","증폭 부품"
,"変更ボタン隣の背景ボタンをタップして","변경버튼 옆 배경버튼을 탭하여"
,"家具セットによって異なる快適度補正があり、倉庫内で持っている家具セットの","가구세트에 따라 상이한 쾌적도 보정이 있어 창고 내에서 가지고 있는 가구세트의"
,"属性の高低によってそれぞれ異なるランクに分かれます。色によって低いものから高い順に:<color=#6ef258>緑</color>、<color=#42ebff>青</color>、<color=#fa70ff>紫</color>、<color=#fff15b>金</color>","속성의 높낮이에 따라 각기 다른 등급으로 나뉩니다.색깔에 따라 낮은 것부터 높은 순서대로:<color=#6ef258>녹색</color>、<color=#42ebff>청색</color>、<color=#fa70ff>자색</color>、<color=#fff15b>금</color>"
,"属性はAGと敵のいずれにも存在する固定のコアタイプです。","속성은 AG와 적 모두에게 존재하는 고정 코어 유형입니다."
,"左側にメイン装備","왼쪽에 메인 장비"
,"師団組織では、同盟メンバーが対応するアイテムを寄贈して報酬を獲得し、同盟の経験値を上げることができる。","사단 조직에서는 동맹 멤버가 대응하는 아이템을 기증해 보수를 획득하고 동맹 경험치를 높일 수 있다."
,"快適度が提供する信頼度補正は以下の通りです。","쾌적도가 제공하는 신뢰도 보정은 다음과 같습니다."
,"快適度300～500：戦闘終了時の獲得信頼度＋1\n快適度501～1000：戦闘終了時の獲得信頼度＋2\n快適度1001～1500：戦闘終了時の獲得信頼度＋3\n快適度1501以上：戦闘終了時の獲得信頼度＋4","쾌적도 300~500 : 전투종료시 획득 신뢰도 +1\n쾌적도 501~1000 : 전투종료시 획득 신뢰도 +2\n쾌적도 1001~1500 : 전투종료시 획득 신뢰도 +3\n쾌적도 1501 이상 : 전투종료시 획득 신뢰도 +4"
,"戦姫リスト内でAGの退役操作を行い、レアアイテムの【記念バッジ】を手に入れることができます。ただし、この操作は二度とリセットできないため、慎重に検討して下さい。","전희 리스트내에서 AG의 퇴역 조작을 실시해, 레어 아이템의【기념 배지】를 손에 넣을 수 있습니다.단, 이 조작은 두 번 다시 리셋할 수 없기 때문에 신중하게 검토해 주십시오."
,"戦術ポイントが支援戦姫を発動できるまでたまると、発動できる戦姫が点灯して表示されます。","전술 포인트가 지원 전희를 발동할 수 있을 때까지 쌓이면 발동할 수 있는 전희가 점등되어 표시됩니다."
,"戦闘に連勝すると、連勝数が加算され追加報酬を獲得できます。詳細ルールは以下の通りです。","전투에 연승하면 연승수가 가산되어 추가 보상을 획득할 수 있습니다.상세 규칙은 다음과 같습니다."
,"戦闘を通じて様々な装備を入手できます。装備ランクの色は装備の付属タイトル数によって決まります","전투를 통해 다양한 장비를 입수할 수 있습니다.장비 등급의 색상은 장비의 부속 타이틀 수에 따라 결정됩니다"
,"戦闘中、画面左下の戦術ポイントボタンをタップすると、現在の戦術ポイント、携帯している支援を確認できますAG。","전투 중 화면 좌측 하단의 전술 포인트 버튼을 선택하면 현재 전술 포인트, 휴대하고 있는 지원을 확인할 수 있는 AG."
,"戦闘中に下の行動ゲージをタップすると","전투 중 아래의 행동 게이지를 탭하면"
,"指揮官が【正式討伐】でBOSSのHPを0にすると、BOSSを撃破したと見なされます。","지휘관이 [정식토벌]에서 BOSS의 HP를 0으로 하면, BOSS를 격파했다고 간주됩니다."
,"指揮官が指定条件に達すると同盟機能が開放され、同盟の創設または参加を選択できる","지휘관이 지정 조건에 도달하면 동맹 기능이 개방되어 동맹 창설 또는 참여를 선택할 수 있다"
,"指揮官が12時間以内にBOSSを倒せない場合、BOSSの進度がリセットされ、ロックされたチームメンバーと装備も解禁されます。","지휘관이 12시간 이내에 BOSS를 쓰러뜨리지 못할 경우 BOSS의 진도가 리셋되고 잠긴 팀원과 장비도 해제됩니다."
,"指揮官は挑戦を【放棄】することもできます。ロック期はすぐに解除されます。ただし報酬は何も獲得できず、挑戦回数も返還されません。","지휘관은 도전을 [포기]할 수도 있습니다.잠금기는 즉시 해제됩니다.단 보수는 아무것도 획득할 수 없으며, 도전 횟수도 반환되지 않습니다."
,"指揮官は限定イベントの戦闘で、マップの切れ端を獲得できます。","지휘관은 한정 이벤트 전투에서 맵 조각을 획득할 수 있습니다."
,"推進系統、 ","추진 시스템"
,"援護攻撃：自分以外のその他AGまたは機兵が基本攻撃スキルを使用すると、援護攻撃率に基づいて自身の基本攻撃スキルを発動し、援護攻撃します","원호공격 : 자신 이외의 기타 AG 또는 기병이 기본공격 스킬을 사용하면 원호공격률에 따라 자신의 기본공격 스킬을 발동하여 원호공격합니다."
,"敵と味方が攻撃のスキルを使用した際、攻撃発動者の属性と攻撃ターゲットの属性に基づいて会心、偏り、重撃の発生が判定されます。","적과 아군이 공격 스킬을 사용했을 때 공격 발동자의 속성과 공격 타깃 속성에 따라 치명타, 편향, 중격 발생이 판정됩니다."
,"星ランクが高いほど、装備のメイン属性値も高くなります。また、付属タイトルの属性範囲も星ランクの増加によってアップします。","별 등급이 높을수록 장비의 메인 속성 값도 높아집니다.또한 부속 타이틀의 속성 범위도 별 랭크의 증가에 따라 올라갑니다."
,"更新後、すべての航点の因子サンプルが変化し、未知の航点の敵も変化すると同時に、報酬もリセットされます。","업데이트 후 모든 항점의 인자 샘플이 변화하고 미지의 항점의 적도 변화하는 동시에 보상도 재설정됩니다."
,"機能によって、強化レベル、取得時間、装備ランク、メイン属性、星ランク、武装、装備状態を並べ替えることができます。","기능에 따라 강화 수준, 취득 시간, 장비 등급, 메인 속성, 별 등급, 무장, 장비 상태를 정렬할 수 있습니다."
,"機能は不要な装備を分解して資金にすることができます。ただし、装備は一度分解すると二度とリセットできません。慎重に操作を行ってください。","기능은 불필요한 장비를 분해하여 자금으로 만들 수 있습니다.다만 장비는 한번 분해하면 다시는 리셋할 수 없습니다.신중하게 조작해 주십시오."
,"母艦レベルがLv1になると、倉庫内で快適度が最も高い1点の家具セットの快適度が母艦の総快適度として計算されます。\n母艦レベルがLv2になると、倉庫内で快適度が最も高い2点の家具セットの快適度が母艦の総快適度として計算されます。\n母艦レベルがLv3になると、倉庫内で快適度が最も高い3点の家具セットの快適度が母艦の総快適度として計算されます。\n母艦レベルがLv4になると、倉庫内で快適度が最も高い4点の家具セットの快適度が母艦の総快適度として計算されます。\n母艦レベルがLv5になると、倉庫内で快適度が最も高い5点の家具セットの快適度が母艦の総快適度として計算されます。","모함 레벨이 Lv1이 되면 창고 내에서 쾌적도가 가장 높은 1점의 가구 세트의 쾌적도가 모함의 총 쾌적도로 계산됩니다.\n모함 레벨이 Lv2가 되면 창고 내에서 쾌적도가 가장 높은 2점의 가구 세트의 쾌적도가 모함의 총 쾌적도로 계산됩니다.\n모함 레벨이 Lv3가 되면 창고 내에서 쾌적도가 가장 높은 3점의 가구 세트의 쾌적도가 모함의 총 쾌적도로 계산됩니다.\n모함 레벨이 Lv4가 되면 창고 내에서 쾌적도가 가장 높은 4점의 가구 세트의 쾌적도가 모함의 총 쾌적도로 계산됩니다.\n모함 레벨이 Lv5가 되면 창고 내에서 쾌적도가 가장 높은 5점의 가구 세트의 쾌적도가 모함의 총 쾌적도로 계산됩니다."
,"母艦内の科研艦内で装備と装備を合成して、素材装備のサブ属性をメイン装備に入れ替えることができます。","모함 내 과연함 내에서 장비와 장비를 합성하여 소재 장비의 하위 속성을 메인 장비로 교체할 수 있습니다."
,"毎回戦闘ステージを進める際、準備画面にそのステージの戦闘目標が表示されます。","매번 전투 스테이지를 진행할 때 준비 화면에 해당 스테이지의 전투 목표가 표시됩니다."
,"毎日1回目に【同盟】に入ると、同盟ログイン報酬がもらえます","매일 1회째 [동맹]에 들어가면 동맹 로그인 보상을 받을 수 있습니다."
,"毎週の掃討後、2つの航点がリセットされ、第1ステージスタートとなります。最大で11の航点が掃討されます。","매주 소탕 후 2개의 항점이 리셋되어 제1 스테이지 스타트입니다.최대 11개의 항점이 소탕됩니다."
