Confirmed, Key, Source, KOR
O,"100020003","了解，跟上我的部队吧。","그래, 내 부대를 따라와."
O,"100020004","但是喵……","근데 말이다냥..."
O,"100020005","我的通讯器坏掉了，一直无法得知任务的目标喵……","통신기가 고장나는 바람에 임무의 목표가 뭔지 모르겠다냥..."
O,"100020006","「纽带」舰队的旗舰「奥特兰德号」遭受未知傀儡师入侵，我们的目的是救出指挥官以及舰船乘员。","유대 함대의 기함인 오토랜드호가 정체를 알 수 없는 괴뢰사의 습격을 받았어, 현재 우리의 목표는 지휘관과 함선 승무원들을 구출하는 거야."
O,"100020007","这是本次任务的简要说明。","이게 이번 임무의 간략한 설명이야."
O,"100020008","妮欧长官，前方侦测到傀儡反应。","니오 대장님, 전방에 괴뢰 반응을 포착했습니다."
O,"100020009","立即开始作战，每个战斗组执行交叉射击，注意提防傀儡化！","작전을 개시한다, 각 전투조는 괴뢰화에 주의하면서 교차사격을 실시한다!"
O,"100030000","对傀儡的残骸进行采样分析。","그리고 괴뢰의 잔해는 분석을 위한 샘플로 채집한다."
O,"100030001","了解，立刻执行。","알겠습니다."
,"100030002","……","……"
O,"100030003","DNA分析完成，结果显示这些傀儡……是「奥特兰德号」的乘员。","DNA 분석 완료, 분석 결과 이 괴뢰들은…… 오토랜드호에 있었던 승무원들이었습니다."
O,"100030004","<color=#969696>那么短的时间里就已经有乘员被傀儡化了吗……</color>","<color=#969696>이렇게 짧은 시간만에 괴뢰화가 된 승무원들이 있다니...</color>"
O,"100030005","<color=#969696>傀儡师很可能已经入侵舰桥，必须抓紧时间了！</color>","<color=#969696>괴뢰사는 이미 함교를 침입했을 가능성이 높으니 서둘러야 한다.</color>"
O,"100030006","分出三个侦查小队，从甲板、舰首、舰尾依次寻找傀儡师——","지금 소대를 3개로 나누도록 하겠다, 각 소대는 갑판, 함수, 함미에서 괴뢰사를 추적한다."
O,"100030007","……妮欧长官！","…니오 대장님!"
O,"100030008","妮欧看向了单独向她跑来的队员。","니오는 홀로 달려오는 대원을 바라봤다."
O,"100030009","怎么了？","왜 그래요?"
O,"100030010","这名队员将自己的义肢卸下，露出了黑色的伤口，周围的AG立刻向后撤了几步。","그 대원이 자신의 의족을 떼어내며 검은 상처를 보이자, 주위에 있던 AG들이 몇 걸음 뒤로 물러섰다."
O,"100030011","……你被“提线”侵入了。","…'인형놀이'에 당한 건가."
O,"100030012","是的……所以请允许我使用自毁器……","네... 자폭기의 사용을 승인해 주십쇼."
O,"100030013","我明白了，批准你的使用。","알겠다, 사용을 승인하겠다."
O,"100030014","蕾娜斯下士，我会永远铭记你的名字。","라이나스 하사, 그대의 이름은 내가 영원히 기억하겠다."
O,"100030015","谢谢。","감사합니다."
O,"100030016","……轰。","......쾅."
O,"100030017","自毁器的高热能瞬间蒸散了这名AG。","자폭기의 고열 에너지가 눈앞의 AG를 흔적도 없이 없애버렸다."
O,"100030018","妮欧望向刚才战友所站的角落，眼角有些湿润……片刻后，妮欧的视线再次回到远处闪动的战火上。","조금 전 동료가 서 있었던 구석에 머물렀던 니오의 시선은 저 멀리 번뜩이는 불길 위로 향한다."
O,"100030019","……果然，即使是AG也没有办法完全抵抗傀儡化喵。","...역시 AG라고 해서 괴뢰화에 완전히 저항할 수는 없는 모양이다냥."
O,"100030020","而一旦傀儡化，等待自己的就只有死亡了喵。","괴뢰화되면 기다리는 건 죽음 뿐이다냥."
O,"100030021","因为傀儡化是无法治愈的，如果我也有那么一天，请毫不犹豫的向我开枪。","괴뢰화는 치료할 수 없어, 그러니 내게도 그런 날이 온다면 너도 주저하지 말고 쏴."
O,"100030022","说什么呢，不要咒自己喵！","무슨 소리냥, 그런 재수없는 소리는 하지 말라냥!"
O,"100030023","这里是侦查组的希里乌斯，已发现傀儡师位置。","여긴 수색팀의 시리우스, 괴뢰사의 위치를 파악했다."
O,"100030024","莫丽丝小组也发现傀儡师了！就在机械库里！","모리스 팀도 괴뢰사를 발견했어요! 기계고 안에 있어요!"
O,"100030025","收到，我们立即前往。","알겠다, 지금 바로 이동하겠다."
O,"100030026","<color=#969696>指挥官……请一定要撑住。</color>","<color=#969696>지휘관...조금만 버텨 주세요.</color>"
O,"100040000","布鲁、莫丽丝，你们还好吗？！","브루, 모리스, 괜찮아!?"
O,"100040001","<color=#9dd0ff>我，还能再打20……个喵……</color>","<color=#9dd0ff>아직 20번은... 더 할 수 있다냥.</color>"
O,"100040002","<color=#9dd0ff>好啦，你别乱动了。</color>","<color=#9dd0ff>알겠으니까, 가만히 좀 있어.</color>"
O,"100040003","<color=#9dd0ff>妮欧长官，布鲁没有发现侵蚀迹象。</color>","<color=#9dd0ff>니오 대장, 다행히 브루에게서 침식 징후는 발견되지 않았어요.</color>"
O,"100040004","<color=#9dd0ff>我已经对布鲁进行了急救处理，急救完成后会立刻归队。</color>","<color=#9dd0ff>응급처치는 했으니, 응급처치가 끝나는 대로 복귀할 거예요.</color>"
O,"100040005","了解。布鲁的山猫小队退至后方，接下来交给我们。","알겠다. 브루의 링스 소대는 뒤로 물러서라, 이제부턴 우리에게 맡겨라."
O,"100040006","大家，检测到攻击源了吗？","공격이 어디서 온 건지 파악했나?"
O,"100040007","分析完毕……","분석 완료했습니다..."
O,"100040008","这个反应……是傀儡师……！","이 반응은..괴뢰사..!"
,"100040009","██████","██████"
O,"100040010","保持火力覆盖，减缓它靠近的速度！","지금 화력을 유지해서 적의 접근 속도를 늦춰라!"
O,"100040011","<color=#969696>传统的制式武器已经难以对它造成伤害了吗，再消耗下去，舰船里的指挥官和大家会……</color>","<color=#969696>재래식 무기로는 더 이상 피해를 주기 힘든 건가, 이대로면 함선의 지휘관과 다른 사람들 모두….</color>"
O,"100040012","AG-047幽灵，进入作战序列。","AG-047 고스트, 작전에 돌입한다."
O,"100040013","妮欧长官，请下达指示。","니오 대장, 명령을."
O,"100040014","幽灵……是那个精英部队的队长，感谢你的支援。","고스트… 그 엘리트 부대의 대장인가, 지원해 주셔서 감사합니다."
O,"100040015","请和我一起，把大家救出来……！","부디 저와 함께 모두를 구해 주세요…!"
O,"100050000","到此为止了吗……","여기까지인가..."
O,"100050001","妮欧长官！","니오 대장!"
O,"100050002","所有人趁现在、立刻……去舰桥……救指挥官……","모두 지금 이 틈에...함교로 가서...지휘관을 구해라..."
O,"100050003","可要是你变成傀儡的话……","하지만 대장이 괴뢰가 되면..."
O,"100050004","妮欧用余光确认了一下自己的手心。","니오는 필사적으로 자신의 손아귀를 확인했다."
O,"100050005","我有其他办法，立刻执行命令！","다른 방법이 있으니 지금 바로 내 명령에 따라라!"
O,"100050006","……是！","…네!"
,"100050007","███████——","███████——"
O,"100050008","随着命令下达，所有队员都离开了。","명령에 따라 모든 대원들이 떠났다."
O,"100050009","<color=#969696>舰桥仍有生命反应，只要我在这里拖住傀儡师就能让救援队赶到舰桥……！</color>","<color=#969696>함교에 아직 생명 반응이 있어, 내가 이곳에서 괴뢰사를 붙잡고 시간을 끌면…!</color>"
,"100050010","██████","██████"
O,"100050011","傀儡师的身体里渗出红色磷光，它突然将另一支巨翼对着机械库的顶部。","괴뢰사의 몸에서 붉은 빛이 새어 나오더니, 괴뢰사는 갑자기 커다란 날개의 한쪽을 기계고의 상단에 갖다댔다."
O,"100050012","感知到了高能热源，这里的顶部是……舰桥……！","고에너지 열원이 감지되었어, 여기서 위쪽이라면…함교잖아…!"
O,"100050013","你要做什么？！","무슨 짓이야?!"
O,"100050014","轰！舰桥的中心区被上级傀儡师放出的热焰瞬间吞噬，一股暴风从妮欧的头上吹过。","쾅! 함교의 중심부가 상급 괴뢰사가 날린 열기에 순식간에 휩쓸려, 한차례 폭풍이 니오의 머리 위를 지나갔다."
O,"100050015","什么……舰桥的生命讯号……消失了？","뭐...함교의 생명신호가…사라졌어?"
,"100050016","███████!","███████!"
O,"100050017","<color=#9dd0ff>妮欧长官，我们被傀儡困在了甲板，请求增援……</color>","<color=#9dd0ff>니오 대장님, 현재 괴뢰들에 의해 갑판에 갇혔습니다, 증원을 요청합니다…</color>"
O,"100050018","<color=#9dd0ff>报告！傀儡越来越多了，援护射击要中断了！</color>","<color=#9dd0ff>보고드립니다! 괴뢰들의 수가 점점 많아져서 더 이상의 원호사격은 어렵습니다!</color>"
O,"100050019","<color=#9dd0ff>「奥特兰德号」的控制中枢被傀儡侵入了，救援行动难以继续，请下达新的指示！</color>","<color=#9dd0ff>현재 오토랜드호의 컨트롤 센터에 괴뢰가 침입하여 구조 활동을 계속하기 어렵습니다. 지시를 내려 주십쇼!</color>"
O,"100050020","伴随着杂讯，各个通讯窗口接连传出救援失败的消息。","잡음과 함께 통신 채널마다 구조 실패 소식이 잇따라 전해졌다."
O,"100050021","我失败了吗……不但「奥特兰德号」被傀儡夺取……","내가 실패한 건가...괴뢰에게 오토랜드호를 빼앗겼을 뿐만 아니라..."
O,"100050022","连指挥官……也没有救出来。","지휘관도… 구하지 못했다."
,"100050023","█████████","█████████"
O,"100050024","傀儡……企图将地球和人类吞噬殆尽的生物……","괴뢰...지구와 인류를 전부 집어삼키려는 생물.."
O,"100050025","就算这次行动失败……","설령 이번 작전이 실패로 끝난다해도..."
O,"100050026","人类也绝不会输给你！","인간은 절대 너희들에게 지지 않아!"
O,"100050027","火焰的照耀下，妮欧紧握自己的手心。","화염에 휩싸인 니오는 자신의 손을 꽉 쥐었다."
O,"100050028","通告全队，即刻从「奥特兰德号」撤离。","전 부대원에게 알린다, 지금 즉시 오토랜드호에서 이탈한다."
O,"100050029","我会点燃自己的核心，和傀儡师同归于尽。","나는 내 코어에 불을 붙여, 괴뢰사와 함께 죽겠다."
O,"100050030","传达最终指令后，妮欧关闭了通讯。","마지막 지령을 전달한 후, 니오는 통신을 껐다."
O,"100050031","启动时间还有……5……4……3……","작동까지…5…4…3."
O,"100050032","<color=#969696>对不起……被我击毁的战友们……</color>","<color=#969696>미안...전우들..</color>"
,"100050033","2——","2——"
O,"100050034","<color=#969696>好想……再听听大海的声音啊……</color>","<color=#969696>바다의 소리를 더 듣고 싶었는데...</color>"
O,"100050035","什么？！","네?!"
O,"100050036","为什么……停止了，偏偏在这时候故障了吗？！","왜… 멈춘 거야, 하필 지금 고장이 났다고?!"
,"100050037","████████","████████"
O,"100050038","上级傀儡师察觉到了妮欧自毁的意图，展开左右巨翼射出能够将生物傀儡化的“提线”，下个瞬间——","상급 괴뢰사는 니오가 자폭하려 한다는 사실을 눈치채고, 거대한 날개를 좌우로 펼쳐 생물을 괴뢰화할 수 있는 '올가미'를 날리는 그 순간."
O,"100050039","角落，射流枪的一束能源激流，射毁了上级傀儡师的“提线”。","한쪽 구석으로부터 에너지 빔이 상급 괴뢰사단의 '선'을 쐈다."
O,"100050040","随后，层层叠叠的硝烟里……有一个人影从中走了出来。","이어 연기 속에서… 한 사람의 그림자가 나타났다."
O,"100050041","……你是……","…당신은…"
O,"100050042","指挥官……！真的是你吗？","지휘관님...! 정말로 지휘관님이신가요?"
O,"100050043","指挥官，您身上的伤……现在情况紧急，请立刻从这里脱出。","지휘관님, 그 상처는...지금은 굉장히 위급한 상황이에요, 지금 당장 이곳에서 빠져나가야 해요."
O,"100050044","我会再次点燃核心掩护您撤离——","제가 다시 한 번 코어를 불태워서 지휘관님의 철수를 엄호하겠습니다."
O,"100050045","……啊，难道是您停止了我的自毁命令吗？","...아, 혹시 제 자폭 명령을 중단시킨 건 지휘관님이셨나요?"
O,"100050046","您的生命讯号十分不稳定，必须尽快接受治疗才行。","지금 지휘관님 상태가 매우 불안정해요. 어서 빨리 치료를 받아야 합니다."
,"100050047","——！","——！"
O,"100050048","既然傀儡师处于舰内，那就可以利用天基武器，接下来……根据我的战术指示行动。","괴뢰사가 함내에 있는 이상, 위성 무기를 활용해 볼 수 있겠지, 이제부턴…내 명령에 따라라."
O,"100050049","了解，立刻执行！","알겠습니다!"
O,"100050050","妮欧与指挥官将严峻的身体状况抛在一旁，短暂的通讯后，妮欧向上级傀儡师再次冲去。","니오와 지휘관은 심각한 몸상태를 뒤로 하고, 잠깐의 통신 이후 다시 상급 괴뢰사를 향해 이동한다."
,"100050051","██████████","██████████"
O,"100050052","傀儡师……！","괴뢰사...!"
O,"100050053","人类，将从现在开始，从此刻开始——","인간은 지금 이 순간부터..."
O,"100050054","……把你们、把所有的傀儡从这个世界上……全部歼灭殆尽！","...이 세상에 존재하는 모든 괴뢰들을…없애버릴 겁니다!"
O,"100060000","天基武器爆炸性的闪光贯穿了「奥特兰德号」的舰首，顷刻之间碎裂的舰体与傀儡师烧焦的身形一同落入了海中。","천기무기의 폭발적 섬광이 오트랜드호의 함수를 관통했고, 순식간에 부서진 함체는 괴뢰단의 검게 그을린 몸체와 함께 바다에 떨어졌다."
O,"100060001","看来已经不需要我们的协助了。","보아하니 이미 우리의 협조가 필요 없어 보인다."
O,"100060002","真是大胆，居然使用天基武器向自己的舰船开火。","천기무기로 자기 함선을 향해 발포하는 대담함이다."
O,"100060003","天基武器是奥托露娜的东西，可不是能随便用的。","위성 무기는 오토루나 관할이라, 함부로 쓸 수 있는 게 아닐텐데."
O,"100060004","首脑，这只舰队……「纽带」到底有多大的权利？","리더, 이 함대… 유대에게 주어진 권한은 대체 어느 정도인 겁니까?"
O,"100060005","「纽带」虽然是阵线联合与奥托露娜共同组建的舰队。","「유대」는 전선 연합과 오토루나가 공동으로 조직한 함대다."
O,"100060006","但是，擅自使用天基武器显然已经超出组建时规定的权限了，奥托露娜，我是不是能将该行为判断为你们的重大失责？","하지만 이번 위성 무기 무단 사용이 그 당시 규정했던 권한을 넘어선 행동인 건 분명하지. 오토루나, 이번 일은 그대들의 중대한 실책이라고 여겨도 되려나?"
O,"100060007","<color=#9dd0ff>十分抱歉，阵线的首脑。</color>","<color=#9dd0ff>송구합니다, 전선의 지도자님.</color>"
O,"100060008","<color=#9dd0ff>天基武器是奥托露娜侧授予「纽带」舰队的支援武器，「纽带」也仅有一次使用权限，情况紧急，那位指挥官要求我们立刻发射。</color>","<color=#9dd0ff>위성 무기는 오토루나가 「유대」 함대에 수여한 지원 무기입니다. 「유대」도 한 번의 사용 권한을 가지고 있었죠. 이번엔 정말 위급한 상황이었기 때문에, 지휘관은 즉각 발사하라고 요구했습니다.</color>"
O,"100060009","根据你的说法，从另一个角度解释，只要满足“情况紧急”这一条件，地表城市也将随时面临天基武器的轰炸。","그 논리대로라면, '위급 상황' 이 네 글자만으로 지상에 있는 도시가 언제든지 날라갈 수도 있다는 소리겠군."
O,"100060010","<color=#9dd0ff>您言重了，地表上有您这位超级AI的守护，天基武器难以威胁到地表……</color>","<color=#9dd0ff>말씀이 지나치시네요. 지상에는 슈퍼 AI가 지키고 있으니 위성 무기가 위협하기 어려운데...</color>"
O,"100060011","<color=#9dd0ff>更何况，在面临人类全体的威胁之时，我们首先要应对的是傀儡。</color>","<color=#9dd0ff>게다가 인류 전체가 위험에 직면한 지금 이 시기에, 우리가 가장 먼저 대응해야 할 것은 괴뢰입니다.</color>"
O,"100060012","不正面回答我的问题吗？","내 질문에 대답하길 피하는 건가?"
O,"100060013","算了，根据奥托露娜的治理结构，你的确没有回答的权利。","뭐, 됐다. 오토루나의 정치적 구조상 넌 확실히 이걸 대답할 권리가 없겠군."
O,"100060014","告诉你们的女王，我们拥有天基武器的对应策略，若再有擅自使用的情况，阵线将做出合理的回应。","너희들의 여왕에게 전해라, 우린 위성 무기의 대응책이 있고, 앞으로 또 멋대로 사용한다면 그에 상응하는 대가를 치루게 해주겠다고."
O,"100060015","<color=#9dd0ff>明白，我会如实相告。</color>","<color=#9dd0ff>알겠습니다, 그대로 전하겠습니다.</color>"
O,"100060016","首脑将通讯切断了。","리더가 통신을 종료했다."
O,"100060017","暂且降低奥托露娜问题的优先级，现在「纽带」是个让我难以忽视的变量。","잠시 오토루나의 문제는 제쳐두도록 하지, 지금은 유대가 더 신경 쓰이는군."
O,"100060018","那位指挥官在极短的时间内运用了容错率极低的战术，而那里的AG也冒着极大的感染风险成功完成了行动。","그 지휘관은 짧은 시간 동안 성공률이 극히 낮은 전술을 구사했고, 그곳에 있었던 AG도 엄청난 감염 위험 부담을 감수하고 성공적으로 작전을 수행했다."
O,"100060019","你们，将在这场战争中产生怎样的作用呢？","너희들은 과연 이 전쟁에 어떤 변화를 가져오게 될까?"
O,"100060020","您的治疗顺利结束了，欢迎您再次登舰。","치료가 잘 끝났습니다. 다시 승선하신 것을 환영합니다."
O,"100060021","对了对了，首先我得感谢您！","아참, 우선 제가 지휘관님에게 감사 인사부터 해야겠네요!"
O,"100060022","多亏您在傀儡师攻击舰桥时，带我们进入紧急指挥室才逃过一劫。","괴뢰사가 함내를 공격할 때, 지휘관님께서 저흴 긴급 지휘실로 대피시켜 주신 덕분에 저희가 화를 면할 수 있었어요."
O,"100060023","您的表情看起来很疑惑……啊！我还没有自我介绍呢。","근데 어째 지휘관님 표정이… 아! 제 소개를 아직 안 했네요."
O,"100060024","我是卡佩拉，和您一样被分配到了「纽带」舰队。","저는 카펠라라고 합니다. 지휘관님과 마찬가지로 유대 함대에 배치되었습니다."
O,"100060025","今后我将担任您的副官，辅佐您的工作。","앞으로 제가 부관을 맡아 지휘관님을 보좌할 겁니다."
O,"100060026","刚才您已经充分展现了一名指挥官的战术运用以及决断能力，因此阵线联合与奥托露娜共同决定——正式任命您为「纽带」舰队的指挥官。","방금 지휘관으로서의 전술 활용과 결단력을 충분히 보여 주셨기 때문에, 전선 연합은 오토루나와 함께 당신을 '유대' 함대의 지휘관으로 정식 임명하기로 했습니다."
O,"100060027","并且根据组建规定，妮欧她们所属的空降师团也直接归入了「纽带」的建制。","그리고 조직 규정에 따라서 니오의 공수사단 또한 유대에 편성되었습니다."
O,"100060028","不过现在有另一个问题……","그런데 지금 또 다른 문제가 하나 있는데 말이죠..."
O,"100060029","因为天基武器击穿了「奥特兰德号」的舰首，维修班正在紧急修理各个模块。","위성 무기로 오트랜드호의 함수를 꿰뚫어버린 바람에, 지금 수리팀이 여러 모듈들을 긴급 수리하고 있거든요."
O,"100060030","所以现在……您作为正式指挥官的第一件事……","그러니까 지금...정식 지휘관이 되고 가장 먼저 하실 일은..."
O,"100060031","需要请您确认舰船损坏情况，并在维修清单上签名、记录指纹。","함선의 파손 상황을 확인하시고 수리 명세서에 서명 및 지문을 기록해야 해요."
O,"100110000","已确认维修单，并成功将您登录为舰队指挥官。","수리 명세서 확인 완료, 함대 지휘관으로 등록되셨어요."
O,"100110001","哈哈……因为「奥特兰德号」也是今天刚建完就遭受到了傀儡的攻击……","하하...오트랜드호도 오늘 건조되자마자 괴뢰의 공격을 받다니 정말..."
O,"100110002","不过今后这艘「奥特兰德号」就会与随同的支援补给舰组成舰队啦，正式成为您的移动指挥部。","하지만 이제부터 이 오트랜드함은 동행하는 지원 보급함과 함께 함대를 이뤄 지휘관님의 이동 지휘부가 될 거예요."
O,"100110003","是的，「纽带」作为特别行动组织，拥有调动阵线联合与奥托露娜双方AG的权限。","네, 「유대」는 특수 작전 조직으로서, 오토루나와 전선 연합 양쪽의 AG를 움직일 수 있는 권한을 가지고 있습니다."
O,"100110004","<color=#969696>「纽带」……看来的确非常特殊。</color>","<color=#969696>'유대'...꽤나 특이한 조직인 모양이네.</color>"
O,"100110005","阵线联合，是在傀儡战争爆发后，由地表国家组成的反傀儡国家联盟。","전선 연합은 괴뢰 전쟁이 발발한 이후, 지상의 국가들이 뭉쳐 이뤄진 반괴뢰 국가 연맹이다."
O,"100110006","起初各个国家互不认同，联合有名无实，直到地表被傀儡夺去接近一半，领导者们才真正开始联手。","처음에는 각 나라가 서로 인정하지 않아서 명목뿐인 연맹이었지만, 지상을 괴뢰에게 절반 가까이 빼앗기고 나서야 지도자들이 본격적으로 손을 잡기 시작했다."
O,"100110007","后来阵线联合利用空间换取时间，收束各国兵力、集结资源，最后由一名超级AI主导所有军事行动。","이후 연합전선이 공간을 활용해 시간을 벌며 각국의 병력들을 수습하고, 자원을 모은 끝에, 한 슈퍼 AI가 모든 군사작전을 주도하게 되었다."
O,"100110008","而奥托露娜，原本是联合国用于宇宙实验的卫星城。","오토루나는 원래 연합국이 우주실험을 위해 사용하던 위성도시였다."
O,"100110009","随着傀儡战争爆发，地表的国家概念逐渐淡化，卫星城的组建者开始挑选和接纳宝贵的人才。","괴뢰전쟁이 터지고 지상의 국가 개념이 희미해지면서, 위성도시의 지도자들은 귀중한 인재를 선발하고 받아들이기 시작했다."
O,"100110010","卫星城因此迎来了迅速扩张的时代，很快卫星城便宣布建国——定名“奥托露娜”。","위성도시는 빠른 속도로 확장하게 되었고, 그 위성도시는 얼마 지나지 않아 '오토루나'라는 이름으로 건국을 선언했다."
O,"100110011","现今，处于宇宙的奥托露娜成了人类唯一的绝对安全区。","그리고 현재 우주에 있는 오토루나는 인류에게 남은 유일한 절대 안전 구역이 되었다."
O,"100110012","可是现存的两大势力，阵线联合与奥托露娜……","하지만 현존하는 두 거대 세력인 전선 연합과 오토루나는..."
O,"100110013","他们迟迟不愿达成战略合作，在两方难以调动对方资源和军队的境况下，傀儡战争一直持续到现在……人类仍在最艰难的时期。","상호간의 전략적 협력은 제대로 이뤄지지 않고 있는 상태고,  자원과 군대를 동원하기 어려운 상황에서 괴뢰전쟁은 지금도 계속되고 있어서…. 인류는 여전히 가장 어려운 시기를 보내고 있지."
O,"100110014","原来如此，所以我们的部队才叫「纽带」。","그렇군. 그래서 우리 부대가 '유대'라고 불리는 건가."
,"100110015","正是这样，#<name>。","바로 그렇다, #<name>。"
O,"100110016","无论所属、无论阶级，「纽带」将大家的集结在一起，向傀儡全面开战，夺回我们的家园。","소속과 계급을 막론하고, 「유대」는 모두를 한곳에 모아 괴뢰를 상대로 전면적인 전쟁을 개시할 겁니다. 우리의 집을 되찾기 위해."
O,"100110017","这就是我提议奥托露娜与阵线双方建立「纽带」的原因，也是「纽带」唯一的职责与使命。","이것이 바로 제가 오토루나와 전선 연합 양측을 상대로 '유대'의 설립 제안을 하게 된 이유이자, 또한 유대가 지닌 유일한 책임이자 사명이에요."
O,"100110018","嗯，那次议会上都靠妮欧军士长的名誉，才让「纽带」顺利成立了呢。","네, 그때 의회에서 니오 군단장의 명예 덕분에 유대가 순조롭게 창립되었죠."
O,"100110019","我只是承蒙大家对我的谬赞罢了。","과분한 찬사에요."
O,"100110020","你也不用和我客气，叫我妮欧就好。","당신도 사양말고 절 니오라고 불러 주시면 감사하겠습니다."
O,"100110021","好的！","그래!"
O,"100110022","指挥官，我的所有检查项均已通过，可以批准我归队吗？","지휘관, 제 모든 검사 항목이 통과되었습니다. 복귀를 허가해 주실 수 있습니까?"
O,"100110023","AG-01B 妮欧·赛连，正式归队。","AG-01B 니오·세이렌, 정식으로 복귀합니다."
,"100110024","#<name>是妮欧引荐成为指挥官的，但是我在资料库里没有发现#<non>的资料信息。","#<name>니오가 지휘관으로 추천했는데 나는 데이터베이스에서 #<non>라는 자료 정보를 발견하지 못했다."
,"100110025","……","……"
O,"100110026","我才是……让您久等了。","저야말로…… 기다리게 해버렸군요."
O,"100110027","AG-01B 妮欧·赛连，正式归队。","AG-01B 니오·세이렌, 정식으로 복귀합니다."
,"100110028","#<name>是妮欧引荐成为指挥官的，但是我在资料库里没有发现#<non>的资料信息。","#<name>니오가 지휘관으로 추천했는데 나는 데이터베이스에서 #<non>라는 자료 정보를 발견하지 못했다."
O,"100110029","您不像是未入伍……是有什么需要隐瞒的吗？","입대하지 않은 것 같지는 않은데…… 무언가 숨겨야만 하는 게 있나요?"
O,"100110030","……不说也没关系，刚才的战果已经说明了一切啦。","……말하지 않으셔도 괜찮아요. 방금 올린 전과가 모든 걸 말해주고 있으니까요."
,"100110031","我相信您，#<name>。","당신을 믿습니다, #<name>。"
O,"100110032","……不说也没关系，刚才的战果已经说明了一切啦。","……말하지 않으셔도 괜찮아요. 방금 올린 전과가 모든 걸 말해주고 있으니까요."
,"100110033","我相信您，#<name>。","당신을 믿습니다, #<name>。"
O,"100110034","报告目前的情况，虽然AG们已经准备就绪……但我们现在还无法启航。","현재 상황 보고 드립니다. AG들의 준비는 끝났지만…… 아직 출항할 수는 없습니다."
O,"100110035","位于舰尾的动力室损坏严重，仍然在进行修复工作。","함미의 동력실은 파손 상태가 심각해서 여전히 복구 작업이 진행 중입니다."
O,"100110036","是那时天基武器造成的吧，修复进展如何？","그때 발사했던 위성 무기 때문인가, 수리는 잘 되가고 있나요?"
O,"100110037","不太顺利，据说附近的湛蓝都市出现了小规模的傀儡化现象。","그다지 순조롭진 않아요. 게다가 주변에 있는 블루 시티에서 소규모 괴뢰화 현상이 발생했다는 소문이 돌더군요."
O,"100110038","阵线已经将整个城市连同边际的补给线全部封锁了。","전선이 도시 전체로 확대되는 바람에 외곽의 보급선까지 전부 봉쇄되었습니다."
O,"100110039","所以现在修复资材严重缺失，修复工程也就难以展开。","때문에 자재도 모자라서 수리도 제대로 못하는 상황이에요."
O,"100110040","据说吗……无法确定湛蓝都市是否发生了傀儡化？","소문인가……그 소문이 확실한 건 아니잖아?"
O,"100110041","是的，阵线并未向我们公开情报。","그래, 전선에서는 우리와 정보를 공유하지 않으니까 말이지."
O,"100110042","了解。","그래."
O,"100120000","……阵线联合旗舰「铁锤号」。","…전선 연합의 기함 「해머」."
O,"100120001","<color=#9dd0ff>特斐尔，湛蓝都市的情况如何？</color>","<color=#9dd0ff>토이펠, 블루 시티의 상황은 어때?</color>"
