Confirmed, Source, KOR
,"その必要はない。目の前の戦闘に集中するんだ。","그럴 필요는 없다.눈앞의 전투에 집중하는 거야."
,"その時間に値する活躍を期待しているよ。","그 시간에 걸맞는 활약을 기대할게."
,"その言葉が招集結果に反映されますように。","그 말이 소집 결과에 반영되기를."
,"その話はやめよう……","그 이야기는 그만두자……."
,"その通りだ、かかって来なさい。","옳지, 덤벼라."
,"それが仕事だからね、お礼を言われるようなことじゃない。","그게 일이니까 말이야, 고맙다는 말을 들을 만한 게 아니야."
,"それが私と何の関係があるんだ？","그게 나랑 무슨 상관이야?"
,"それで充分です。","그것으로 충분합니다."
,"それに、我々にはもっと重要な任務がある。","게다가 우리에게 더 중요한 임무가 있다."
,"ただいま。","다녀왔습니다."
,"ちょうどムースの生産具合でも見てくるよ。","딱 무스 생산 상태라도 보고 올게."
,"つまり……","즉……"
,"ではどうしてオートルナの貴族騎士が「ユニオン」の支援に？","그럼 어째서 오토루나의 귀족 기사가 '유니온'의 지원에?"
,"とにかく、ア……シルビアがあの「未確認機体」だったのか？","어쨌든, 아…실비아가 그 「미확인 기체」였던가?"
,"どういうことだ、姉妹で仲違いか？","무슨 일이야, 자매끼리 이간질이야?"
,"どうしたの、レラ？","무슨 일이야, 렐라?"
,"どうしたんだ、その天ノ刃というのはそんなにおっかないのか？","어떻게 된 거야, 그 하늘의 칼날이라는 게 그렇게 무서운 거야?"
,"どうした？ミルヴァスは？","왜 그래? 밀버스는?"
,"どうして修羅の名前が出て来るんだ！？","어째서 아수라의 이름이 나오는거야!?"
,"どうやら戦わずには済まないみたいだな。","아무래도 싸우지 않고는 못 넘길 것 같군."
,"どんな命令でも、私の権限を越えることはない。","어떤 명령도 내 권한을 넘지 못한다."
,"なぜオートルナは戦場に参加しないのですか？","왜 오토루나는 전장에 참가하지 않는거죠?"
,"なぜオートルナは戦闘に参加しないんだ？","왜 오토루나는 전투에 참가하지 않는거지?"
,"なぜ宇宙兵器を使用しないのですか？","왜 우주 무기를 사용하지 않나요?"
,"なに？私のことを言ってるのか？","뭐야? 나 말하는 거야?"
,"なるほど。それなら、私と首脳ではどうかな？","과연. 그렇다면, 나와 수뇌는 어떨까?"
,"はぁ、次の展開が分かった気がするよ。","하아, 다음 전개를 알 것 같아."
,"はぁ？私のことを言ってるのか？","하아? 나 말하는 거야?"
,"まさか、すごくいい感じだ。","설마 느낌 너무 좋다"
,"まさかクラークオクトもかつては……","설마 클라크 옥토도 예전에는……"
,"まさかマッドサイエンティストの狂った実験だとか？","설마 매드 사이언티스트의 미친 실험이라던가?"
,"まさか傀儡が出現した瞬間にそれを消し去ってる奴がいるっていうのか？","설마 괴뢰들이 출현하는 순간에 그걸 지워버린 놈이 있다는 거야?"
,"まずい状況だな。","난처한 상황이군."
,"また会ったね。","또 만났네."
,"また新キャラか？","또 새 캐릭터야?"
,"もう一個もないよ。","이제 하나도 없어"
,"もう一度考え直すんだ。","다시 한 번 생각해 봐."
,"もう一度首脳から託された任務を確認しよう。","다시 한번 정상으로부터 위임받은 임무를 확인하자."
,"もう時間を稼ぐ必要はない。","더 이상 시간을 끌 필요가 없다."
,"もちろん。","물론."
,"もちろんだよ！","당연하지!"
,"もっと完璧な作戦がある。","더 완벽한 작전이 있어"
,"やっぱり艦内にいたか","역시 함내에 있었군"
,"やはり私には答えられないな。","역시 나로서는 대답할 수가 없군."
,"ゆっくり進めていきましょう。","차근차근 넘어갑시다."
,"よし、各小隊は戦闘準備に入ってくれ。","좋아, 각 소대는 전투 준비에 들어가게."
,"より具体的な手がかりがあるかい？","보다 구체적인 단서가 있나?"
,"わぁ、これは良い物見せて貰ったね。","와~ 이거 되게 좋은 거 보여줬네."
,"わっ、こんな突然、地震か？","앗, 이런 갑자기 지진인가?"
,"アイ、君の事は忘れない。","아이, 너를 잊지 않아."
,"アイリスちゃんがいれば、これからもっと賑やかになりそうだな。","아이리스 있으면 앞으로 더 북적북적할 것 같은데?"
,"アトラス首脳をあきらめる","아틀라스 수뇌를 체념하다"
,"エリカ、君はどうしたい？","에리카, 넌 어떻게 하고 싶어?"
,"オートルナさんですか？","오뜨루나 씨요?"
,"クラークフィールドを操れる魔法少女さん、聞こえてる？","클라크필드를 조종할 줄 아는 마법소녀 언니 들리니?"
,"ゲームだと思おう。村人の依頼はダークドラゴン討伐の第一歩だ。","게임이라고 생각하자.마을 사람들의 의뢰는 다크 드래곤 토벌의 첫걸음이다."
,"コントローラーのスイッチを押す","컨트롤러의 스위치를 누르다"
,"コンドル救助作戦、開始だ。","콘돌 구조 작전, 개시다."
,"シティに突入し、すぐに人々を救助しよう。","시티로 진입하고, 당장 사람들을 구조하자."
,"ゼロヨンと私を信じてくれ。","제로영과 나를 믿어줘."
,"テストからジャンプアウトします。","테스트부터 점프 아웃하겠습니다"
,"トイフェル、AGの指揮権は渡さない。","토이펠, AG 지휘권은 넘기지 않는다."
,"ニオ、レラ、次の合図は現場にいる君達に頼む。","니오, 렐라, 다음 신호는 현장에 있는 너희들에게 부탁한다."
,"ニオ、人類はまだ負けていないよ……","니오, 인류는 아직 지지 않았어……."
,"ニオ、天井を撃って。","니오야 천장 쏴봐"
,"フィール、オートルナに戻るのかい？","필, 오토루나로 돌아가는 거야?"
,"フゥライ、無理する必要はないよ。","후라이 무리할 필요 없어"
,"フロンティアに裏切者がいる。","프런티어에 배신자가 있다."
,"フロンティアは今、ある傀儡師を捜索している、違うかな？","프런티어는 지금 어떤 괴뢰사를 수색하고 있다, 아닌가?"
,"ムースの生産状況を確認してくるよ……","무스의 생산상황을 확인하고 올께……"
,"メルに何かあったの？","멜에 무슨 일 있었어?"
,"メルはまだ傀儡化していない可能性が非常に高いんだって？","멜은 아직 괴뢰화하지 않았을 가능성이 아주 높다던데?"
,"ユニオンを知っているのかい？","유니온을 알아?"
,"ユニオン艦隊を代表して、天ノ刃の指揮権を引き受けよう！","유니온 함대를 대표하여 하늘의 칼날의 지휘권을 맡자!"
,"レラ、そういうことなんだよ……","레라, 그런거야……."
,"レラ、君は下がれ。ここはクインに任せるんだ。","레라야, 넌 내려가.여기는 퀸한테 맡길 거야."
,"レラ、大丈夫か？","래라야 괜찮아?"
,"レラには……彼女には彼女の苦しみがあるんだ。","렐라에게는…… 그녀에게는 그녀의 고통이 있다구."
,"レラに教えよう。ニオとゼロヨンも一緒に出動させる。","렐라한테 알려줘야지니오와 제로영도 함께 출동시킨다."
,"一ノ刃ということは、君が小隊最強のリーダーということかい？","첫 번째 칼날이라는 것은 자네가 소대 최강의 리더라는 건가?"
,"一旦2人を帰還させよう。まだ時間も機会も残っている。","일단 2명을 귀환시키자.아직 시간도 기회도 남아 있다."
,"不用你亲自去，你搬点救兵来就行。","네가 직접 갈 필요 없어, 네가 구원병을 좀 옮겨오면 돼."
,"不行。","안 됩니다."
,"久しぶりだね、ニオ。","오랜만이다 니오"
,"事情结束后我会说清楚的。","일이 끝난 후에 나는 분명히 말할 것이다."
,"人はいずれ死ぬ。君の仇は必ず討つ。","사람은 머지않아 죽는다.네 원수는 반드시 갚을거야."
,"他の魔法少女を呼べないかな？","다른 마법소녀를 부를 수 없을까?"
,"以前の君なら、そんなことは言わなかっただろうね。","예전의 너라면 그런 말은 하지 않았겠지."
,"何が言いたい。","무슨 말 하고 싶어"
,"何をするつもりだ？","뭐 할 거야?"
,"何を考えてるんだ？バカな真似はよせ。","무슨 생각해?바보짓은 그만둬라."
,"作戦通り、撤退してくれ。","작전대로 철수해 줘."
,"你们小心别被拆散了。","너희들 해체되지 않도록 조심해라."
,"你叹了好长一口气啊。","긴 한숨을 쉬셨군요."
,"你果然在啊。","너 역시 있구나."
,"你留在这里才是真的不懂浪漫。","너는 이곳에 남아야 정말 낭만을 모르는구나."
,"你知道纽带舰队的事？","너는 연대 함대의 일을 아느냐?"
,"你能不能找到其他魔法少女？","당신은 다른 마법 소녀를 찾을 수 있습니까?"
,"偵察隊を向かわせる。情報が確かなら、ここで傀儡を撃つんだ。","정찰대를 보내다.정보가 확실하다면 여기서 괴뢰들을 쏘지."
,"傀儡师莎兰娜，这个决定我来回答你。","괴뢰사 사란나, 이 결정은 내가 너에게 대답할게."
,"傀儡師への制圧射撃を続けるんだ。","괴뢰사에 대한 제압사격을 계속하는 거야."
,"全ての力を繋ぎ合わせる、フロンティアとオートルナの間に存在する連盟。","모든 힘을 연결하는 프런티어와 오토루나 사이에 존재하는 연맹."
,"其实我也有点在意……","사실 나도 좀 신경 쓰이긴 했는데..."
,"冗談はよしてくれ。","농담은 그만해."
,"出動だ、コンドルを救出する。","출동이다, 콩도르 구출하기"
,"分かった。","알겠다"
,"分かるように言ってほしい","알아들을 수 있게 말해주기 바란다"
,"勝負事なら受けて立つよ。ケーキは倉庫にたくさんあるからね。","승부사라면 받아주지.케이크는 창고에 많이 있으니까."
,"十分にその資格があるよ。","충분히 그럴 자격이 있어."
,"千早、千歳、今だ！","치하야, 치토세, 지금이다!"
,"厄里芬，让傀儡师按我给出的路线移动。","에리펀, 괴뢰에게 내가 내준 대로 움직이게 해."
,"原来我们出名到连初中生都知道了。","알고 보니 우리는 중학생도 알 정도로 유명해졌다."
,"反則級の能力だね、私のところのAGにも見習わせたいな。","반칙급의 능력이네, 내쪽의 AG도 본받게 하고 싶네."
,"同意なんてできない。","동의 따윈 할 수 없어."
,"君がこのまま艦に残っていても大変だからね。","네가 이대로 함에 남아있어도 큰일이니까."
,"君がとても心配だったからさ。","네가 너무 걱정돼서 그랬어."
,"君たちとあの傀儡との関係が、ますます知りたくなったな。","너희들과 저 괴뢰들과의 관계가 점점 더 궁금해지는구나."
,"君たちには感謝するよ、だけど……どうして通信が繋がらないんだ？","너희에게는 감사해. 하지만…… 어째서 통신이 연결되지 않는 거지?"
,"君たちはどうして私たちと来ないんだ？","너희는 왜 우리와 안 오니?"
,"君たちはテレパシーまで使えるのか？","너희들은 텔레파시까지 쓸 수 있니?"
,"君の修繕費は高いから、いつでも撤退していいからね。","너의 수선비는 비싸니까 언제든지 철수해도 좋으니까."
,"君の加入を歓迎するよ、アイ。","너의 가입을 환영해, 아이."
,"君はどうして彼女たちと一緒じゃないの？","넌 왜 그녀들과 똑같지 않니?"
,"君もね。","너도 말이야."
,"君も外したんだから、お互い様じゃないかな？","너도 뺐는데 피차일반 아닐까?"
,"君も私たちの間に混ざるものだと思っていたのに。","너도 우리 사이에 섞이는 줄 알았는데."
,"君を救った報酬として、私の願いを聞いてくれるかい？たとえば……","자네를 구한 보상으로 내 소원을 들어 줄 수 있겠나?예를 들면……"
,"君を破壊してやろうか！","너를 파괴시켜 줄까!"
,"君達と一緒なら、それだけで満足だよ。","너희들과 함께라면 그것만으로 만족해."
,"君達も「ユニオン」に入る？","너희들도 '유니온'에 들어갈래?"
,"和她们见面，很可能失控的是我自己。","그녀들을 만나면 통제가 안 될 가능성이 큰 건 나 자신이다."
,"問題ない、必ずあのタコを倒すさ。","문제없어, 반드시 저 문어를 쓰러뜨리고야 말겠어."
,"問題ない。","문제없어."
,"嗨，很高兴认识你。","만나서 반가워요."
,"囮作戦に参加するAGは高いリスクを背負っているんじゃないか？","함정 작전에 참가하는 AG는 높은 리스크를 짊어지고 있는 것은 아닌가?"
,"報酬は？まさか、ただ働きのはずはないだろう？","보수는? 설마 공일은 아니겠지?"
,"変な夢だなぁ……","이상한 꿈이야..."
,"大丈夫、コーヒーでも飲みながら待つよ。","괜찮아, 커피라도 마시면서 기다릴게."
,"大切な人のために……","소중한 사람을 위해서……"
,"奴を放っておけば傀儡が生み出されるのか……","놈을 내버려두면 괴뢰가 만들어지는 건가……"
,"奴を消し去ると火山が噴火するのか……","놈을 없애버리면 화산이 분화할 것인가……"
,"嫌な予感が早速的中したな。","불길한 예감이 즉각 적중했군."
,"守るべきもののために……","지켜야 할 것을 위해서……"
,"実は、本当に好きなのは……","사실, 정말로 좋아하는 것은……."
,"少し落ち着いて。","좀 진정해."
,"幽霊事件はきっと傀儡の仕業に違いない。","유령 사건은 필시 괴뢰들의 소행임에 틀림없다."
,"彼女たちは何の任務に就いてるの？","그들은 무슨 임무를 맡고 있지?"
,"待たせてしまったね、ニオ。","기다리게 해버렸네, 니오."
,"待って、まず説明をしてくれ。","잠깐만, 일단 설명을 좀 해줘."
,"待ってくれ、私も行く！","기다려줘 나도 갈래!"
,"待て。","기다려."
,"心残りはある？","아쉬움 있어?"
,"必ずおまえを倒す。","반드시 너를 쓰러뜨릴거야."
,"応援の小隊を派遣しよう。","응원소대를 파견하자."
,"怎么了，蕾拉？","왜 그래, 라일라?"
,"怒ってるよ……だから、次からは自分も参加させてほしい！","화났어...그러니까, 다음부터는 자신도 참가하게 해줬으면 해!"
,"憤怒を直接排除することはできないのか？","분노를 직접 배제할 수는 없는가?"
,"我……","나는..."
,"我々に検査を行った検査員を調べてほしいんだね？","우리를 검사한 검사원을 알아봐 달라는 거지?"
,"我不能透露。","나는 밝힐 수 없다."
,"我舍不得你们……","난 너희들이 아까워..."
,"所谓闹鬼肯定是傀儡干的。","귀신이란 괴뢰가 한 짓이다."
,"手を差し伸べる","손을 내밀다"
,"把小托利送过来的孩子，我想把事情交给你。","톨리를 데려다 준 아이, 일을 너에게 맡기고 싶다."
,"抱き締めた方がいいかな？","안아야 되나?"
,"教えられないんだ。","알려줄 수가 없구나"
,"方法なら一つある――","방법이라면 하나 있다--"
,"是的，你好。","네, 안녕하세요."
,"時には何もしないということが、慰めになることもあるのさ。","때로는 아무 것도 하지 않는 것이 위안이 되기도 해."
,"時間、過ぎてたな──","시간, 지났네--"
,"本当に助かった。","정말 살았다."
,"来るところまで来たんだ、このまま引き返すわけにはいかないからね。","이제 올 때까지 왔네, 이대로 되돌아갈 수는 없으니까 말이야."
,"構わないよ。","상관없어."
,"歩き続ければ道に辿り着けるはずさ。","계속 걸으면 길에 다다를 수 있을 거야."
,"残念だな……","유감이야……"
,"段階的にシティに入り、市民を可能な限り救うんだ。","단계적으로 시티로 들어가 시민을 가능한 한 구해내는 거야."
,"気にしないで、やれる事をやりたいだけだ。","신경쓰지 말고 할 수 있는 일을 하고 싶을 뿐이다."
,"気を抜くわけにはいかないよ。まだまだ多くの重要な戦場が私たちを必要としているんだから。","방심할 수는 없어. 아직도 많은 중요한 전쟁터가 우리를 필요로 하고 있으니까."
,"気遣いはいらないよ。","신경 쓸 필요 없어."
,"沢山いるんだな、覚えきれないよ。","많이 있구나, 못 외워."
,"深夜に武術の鍛錬なんて、悩み事でもあるんじゃないか？","심야에 무술 단련이라니, 고민거리라도 있는 거 아니야?"
,"深部の調査は君一人で行ってくれ。","심부 조사는 자네 혼자 하게."
,"無事に帰って来てくれ。","무사히 돌아와 줘."
,"目的なんてない。ただお茶を飲みに来ただけだよ。","목적이란 없다.그냥 차 마시러 온 거야"
,"目的は何だ？","목적이 뭐야?"
,"相信我，我不会有事的。","나를 믿어, 난 아무렇지도 않을 거야."
,"確かにそろそろ休暇を取るタイミングだ","이제 곧 휴가를 갈 때가 되었다"
,"確かに感動するよ。","확실히 감동이야."
,"私が責任をもって一緒に行くよ。","내가 책임지고 같이 갈게."
,"私たちはそのエネルギーに対処するべくここまでやって来たんだ。","우리는 그 에너지에 대처하기 위해 여기까지 왔다."
,"私と修羅で半々の功績といったところだ。","나와 아수라에서 반반한 공적이다."
,"私にはこの場所がどこなのかも分からないよ。","난 이 장소가 어딘지도 몰라."
,"私に説明させてくれ。","내가 설명할게."
,"私の意見も君と一緒だ。","내 의견도 자네와 마찬가지야."
,"私は「ユニオン」の指揮官だ、傀儡以外の敵と戦ったりはしないよ。","나는 '유니온'의 지휘관이다, 괴뢰 이외의 적과 싸우지는 않아."
,"私は傀儡が引き起こした混乱だと思う。","나는 괴뢰들이 일으킨 혼란이라고 생각한다."
,"私は元からそのつもりだったよ。","난 원래 그럴 생각이었어."
,"私は君が最後のボスだと思っていたんだけど。","난 네가 마지막 보스인 줄 알았는데."
,"私は実は……","나는 사실……"
,"私は平気だ。心配をかけてすまない……","나는 아무렇지도 않다. 걱정을 끼쳐 미안하다……."
,"私闯民船啊……","민간선박에 밀입선이야..."
,"第一の問題。","제1의 문제."
,"第一の選択肢。","첫 번째 선택지"
,"第三の選択肢。","세 번째 선택지"
,"第二の問題。","제2의 문제."
,"答应她吧，蕾拉。","들어줘, 라일라."
,"緊張しないで。事前にこの場所を調査しておいたから。","긴장하지 마 미리 이 곳을 조사해놨으니까"
,"而且我们还有更重要的任务。","더 중요한 과제가 있다."
,"能控制裂缝的这位魔法少女，你在听吗？","금이 간 걸 제어할 수 있는 이 마법 소녀, 듣고 있나요?"
,"自分を責めるな、レラ。私が責任を負うよ。","자책하지 마, 렐라. 내가 책임질게."
,"良いぞ、今の内だ！","좋아, 지금 안이야!"
,"艾莉卡，你自己是怎么想的？","엘렉트라, 네 생각은 어때?"
,"菲尔，你真的做得很棒。","필, 정말 잘했어."
,"蕾拉好凶的，你得说服她才行哦。","라일라 사나워. 설득해야 돼."
,"衛星兵器、発射。","위성 무기, 발사"
,"親身だろ？","육신이잖아?"
,"話は変わるんだけど、天井に誰かいない？","얘기가 달라지는데 천장에 누구 없어?"
,"詳細について知りたい。","상세한 것에 대하여 알고 싶다."
,"请把我变成傀儡。","나를 괴뢰로 만들어 주세요."
,"这里就交给那两个孩子吧。","여기서는 그 두 아이에게 맡기시오."
,"通信はできないのか？","통신이 안 되나?"
,"進化する傀儡か、相当厄介だな。","진화하는 괴뢰인가, 상당히 귀찮은데."
,"那个空间波动应该是裂缝吧。","그 공간의 파동은 금이 간 것이겠지."
,"長い夢を見ていた。","긴 꿈을 꾸고 있었다."
,"間に合ったみたいだね。","제 시간에 온 것 같네."
,"首脳は今に至るまで憤怒の件を解決してないんだな、原因は何だい？","정상은 지금까지 분노 건을 해결하지 못했구나, 원인은 뭐지?"
,"麻烦大家了。","여러분께 폐를 끼쳤습니다."
,"（引き金を引く）","(방아쇠를 당긴다)"
,"(トイフェルの頭を撫でる。)","(토이펠의 머리를 쓰다듬는다.)"
,"(ドアを開ける)","(문을 연다)"
,"(ニオの頭を撫でる)","(니오의 머리를 쓰다듬는다)"
,"(メルにレラがからかっていることを教えるべきか……)","멜에게 렐라가 놀리고 있는것을 알려줘야할지..…)"
,"(レラを押しのける。)","(렐라를 밀어젖힌다)"
,"(受け取る)","(받아 들이다)"
,"(拍手)","(박수)"
,"(立ち上がる)","(일어나다)"
,"1+1","1+1"
,"16号調査報告のことか？","16호 조사보고를 말하는 건가?"
,"2+1","2+1"
,"2+3","2+3"
,"3+1","3+1"
,"3+3","3+3"
,"4+1","4+1"
,"4+3","4+3"
,"5+1","5+1"
,"5+3","5+3"
,"6+1","6+1"
,"6+3","6+3"
,"7+1","7+1"
,"7+3","7+3"
,"8+1","8+1"
,"8+3","8+3"
