Confirmed, Source, KOR
,"后来找到法官的手提包了吗？","나중에 판사의 핸드백을 찾았습니까?"
,"告诉她可以改进的地方。","그녀에게 개선할 수 있는 점을 말해라."
,"告诉蕾拉吧，也通知妮欧和零四一起协助她。","라일라에게도 알려주고, 니오와 함께 도와달라고 알려라."
,"呜哇，战斗狂又出现啦……","우와 전투광들이 또 나타나네..."
,"和你们在一起，就不会有不满。","너희들과 함께 있으면 불만이 없을 거야."
,"和傀儡相比，人类才有着自己的身体","괴뢰와 비교해 볼 때, 인류는 비로소 자신의 몸을 가지고 있다."
,"和她们见面，很可能失控的是我自己。","그들을 만나면 통제력을 잃을 가능성이 큰 건 나 자신이다."
,"和我有什么关系？","나랑 무슨 상관이야?"
,"哇，怎么突然地震了？","와, 왜 갑자기 지진이 났어?"
,"哇，真让人大饱眼福。","와, 정말 눈이 부시다."
,"哈哈。","하하"
,"唉，我好像猜到接下来的展开了。","아휴, 다음 전개는 짐작은 한 것 같군요."
,"啊？你在说我吗？","어? 내 얘기야?"
,"啊？可我更想看你们交流感情哎。","네? 그래도 정 나누는 거 보고 싶어요."
,"喜欢吗？","좋아합니까?"
,"嗨，很高兴认识你。","만나서 반가워요."
,"嗯……只有……我拥有停止你们自毁的权限。","음... 오직...나는 너희들의 자폭을 멈출 권한을 가진다."
,"嗯！","응!"
,"嗯，一定！","응, 꼭!"
,"嗯，一清二楚。","네, 잘 알아요."
,"回以微笑。","회이 미소"
,"回应妮欧。","네오에게 응답하라."
,"回握妮欧的手。","니오의 손을 맞잡다."
,"因为你们很重要。","너희가 중요하니까."
,"因为你很厉害。","너 때문에 대단해."
,"在模拟飞行和头牌空战里学的。","모의비행과 헤드라이너에서 배웠다."
,"基因改造者到底是？","유전자 조작자는 도대체?"
,"多喝热水","따뜻한 물을 많이 마셔요"
,"大家……完全不关心傀儡战争了。","모두들…괴뢰전쟁에는 전혀 관심이 없다."
,"大家平安归来就好。","모두 무사히 돌아오면 된다."
,"大概是吧。","아마 그럴 겁니다."
,"天基武器，立即发射。","천기 무기, 즉각 발사."
,"太不好笑了。","너무 웃기지 않아요."
,"奇怪的梦……","이상한 꿈..."
,"奥托露娜卫星城","오토루나 위성도시"
,"奥托露娜女王委托了我。","오토루나 여왕이 나에게 부탁했다."
,"奥托露娜的成立过于顺利了。","오토루나의 설립은 너무 순조로웠다."
,"她们在做什么任务啊？","그녀들은 무슨 임무를 하고 있습니까?"
,"她其实有点问题。","그녀는 사실 문제가 좀 있다."
,"她是个恶魔。","그녀는 악마이다."
,"好久不见了，妮欧。","오래간만이에요, 니오."
,"好啊，那我们去占领个什么岛放松一下吧。","좋아요. 그럼 우리 어떤 섬을 점령해서 긴장을 풀죠."
,"好好承认，你饿了吧？","잘 인정해, 배고프지?"
,"好好教训一下罪魁祸首。","장본인을 잘 혼내라."
,"好机会，快趁现在！","좋은 기회여, 어서 이 기회를 틈타!"
,"好犯规的能力啊，得让我的AG学学。","반칙 능력이 좋구나, 내 AG한테 배워야겠다."
,"好的，我知道了。","좋아요, 알겠어요."
,"好，就交给我吧。","그래, 나한테 맡겨."
,"如果我说是呢？","만약 내가 그렇다고 하면?"
,"如果AG也会被傀儡转化，这个世界将……","만약 AG도 괴뢰에 의해 전환된다면, 이 세상은..."
,"妮欧……","니오..."
,"妮欧、蕾拉，下一阶段的现场发令就交给你们了。","니오, 라일라, 다음 단계 현장발령 드릴게요."
,"妮欧，不能这样做！","니오, 이러면 안 돼!"
,"妮欧，不要相信她。","니오, 믿지 마."
,"妮欧，人类还没有输……","니오, 인류는 아직 지지 않았다…"
,"妮欧，你不是说喜欢着我吗？","니오, 날 좋아한다고 했잖아?"
,"妮欧，你知道自己在做什么？！","니오, 너 뭐 하는 줄 알아?!"
,"妮欧，再见了。","니오, 안녕히 계세요."
,"妮欧，我们要一起活下去。","니오, 우리는 함께 살아야 한다."
,"妮欧，攻击天花板。","니오, 천장 때리기."
,"妮欧，消灭露娜之母。","네오, 루나의 어머니를 없애라."
,"妮欧，继续前进吧。","네오(前进，), 계속 전진해."
,"妮欧，谢谢你。","니오, 고마워."
,"安慰妮欧。","니오를 위로하다."
,"安迪牌胡萝卜汁","앤디표 당근 주스"
,"客气了客气了，请多指教。","별말씀을 다 하십니다."
,"将计就计，让案件聚焦在莉莉的死亡时间中。","계략을 짜서 릴리의 죽음에 초점을 맞춘다."
,"小伤应该可以允许吧……","작은 상처는 허락할 수 있겠지..."
,"小粉……杀了人……？","팬…사람을 죽였다…?"
,"小粉，你背叛了我们吗？","팬아, 너 우리를 배반했니?"
,"小粉，我会记住你的名字。","꼬마야, 너의 이름을 기억할게."
,"就当是电子游戏吧，村民的委托是杀死恶龙的第一步。","비디오 게임이라고 치자, 마을 사람들의 의뢰는 악룡을 죽이는 첫걸음이다."
,"巨大机器人小说里的组织，不用你们搞得那么清楚。","거대한 로봇 소설 속의 조직은 당신들이 그렇게 똑똑히 알 필요가 없다."
,"已经一个都没有了。","이미 하나도 없습니다."
,"已经没有办法了吗。","더 이상 방법이 없나요."
,"希望你的战斗能力对得起这些付出。","너의 전투 능력이 이러한 노력에 떳떳하기를 바란다."
,"希望这句话对我的招募结果有用。","이 말이 내 모집 결과에 유용하게 쓰였으면 좋겠다."
,"帮她实现愿望。","그녀의 소원을 들어주다."
,"幽灵，她们生前是值得尊重的演奏家。","유령, 그녀들은 생전에 존경할 만한 연주자였다."
,"幽灵，我们还无法断定这场演奏是失败的。","유령, 우리는 아직 이 연주가 실패했다고 단정할 수 없다."
,"弗莱，你们不用勉强自己。","프라이여, 너희 자신을 무리하지 마라."
,"当然。","당연하죠."
,"当然可以。","물론이죠."
,"当然是来救你啦。","당연히 너를 구하러 왔지."
,"当然！","물론이죠!"
,"很了不起的成就。","대단한 업적."
,"怎么了，蕾拉？","왜 그래, 라일라?"
,"怎么了，这个叫天之刃的人很可怕吗？","왜, 이 하늘의 칼이란 사람이 무섭니?"
,"怎么了？米尔维斯呢？","왜요? 밀베스는요?"
,"怎么会呢，你们做的很好。","그럴 리가, 너희들 잘했어."
,"怎么可能呢。","어떻게 그럴 수가 있겠어요."
,"怎么回事，姐妹反目成仇？","어찌된 일인지 자매가 반목하여 원수가 되었는가?"
,"思想、意识，精神上有极大的区别","사상·의식·정신적으로 지대한 차이가 있다."
,"总之，小……不，希尔维娅就是那个“不明单位”吗？","어쨌든, 작...아니, 실비아가 그 정체불명의 부서인가?"
,"情况不妙。","상황이 심상치 않다."
,"想不到你也挺可爱的。","너도 귀여울 줄이야."
,"想不到我会做这种事……","내가 이런 짓을 할 줄은 몰랐는데..."
,"想向你道谢……","고맙다고 전해주고 싶은데..."
,"想让我们调查对部队进行检测的检测员？","부대에 대한 검측요원을 조사하라고?"
,"感谢你们，奎因，戴恩。","퀸, 데인 감사합니다."
,"慢慢来吧。","천천히 와."
,"我……","나는..."
,"我……其实有点问题。","저는…사실 좀 문제가 있어요."
,"我一定要杀你。","나는 반드시 너를 죽이고 싶다."
,"我不会同意。","나는 동의하지 않을 것이다."
,"我不同意。","동의하지 않습니다."
,"我不在乎。","나는 아무렇지 않아요."
,"我不就是老板吗？","제가 사장님 아닙니까?"
,"我不是姑娘……","난 아가씨가 아닌데..."
,"我不能告诉你。","당신에게 말할 수 없어요."
,"我不能放弃妮欧她们。","나는 니오 그녀들을 포기할 수 없다."
,"我不能说。","나는 말할 수 없다."
,"我不能透露。","나는 밝힐 수 없다."
,"我不需要你关心。","나는 너의 관심을 필요로 하지 않는다."
,"我也不想的。","나도 싫은데."
,"我也很感动。","나도 감동이다."
,"我仓库里囤积着成百上千的蛋糕呢，真的要挑战我吗？","내 창고에 수백수천이나 되는 케이크가 사재기되어 있는데, 정말 나에게 도전할래?"
,"我代表纽带舰队，接手天之刃的指挥权！","나는 유니온 함대를 대표하여 하늘의 칼의 지휘권을 넘겨받는다!"
,"我们一定能跨越这次的难关。","우리는 반드시 이번 난관을 뛰어넘을 수 있을 것이다."
,"我们回家吧。","우리 집에 갑시다."
,"我们欢迎你的加入，小粉。","우리는 너의 가입을 환영한다."
,"我们的报酬有多少，该不会要义务打工？","우리의 보수가 얼마인데, 의무 아르바이트를 해야 합니까?"
,"我们还得处理通天港的防守工作。","우리는 또 하늘 항구를 통하는 수비 업무를 처리해야 한다."
,"我会一起去，并且承担责任。","내가 같이 가고 책임질게."
,"我会在未来做出自己的选择。","나는 미래에 나의 선택을 할 것이다."
,"我会帮你。","내가 도와줄게."
,"我会阻止你们。","내가 너희들을 저지하겠다."
,"我做了一个很长的梦。","나는 아주 긴 꿈을 꾸었다."
,"我其实是……","저는 사실.."
,"我原本就是这个打算。","원래는 그럴 생각이었다."
,"我去看看猫球生产多少了……","캣볼이 얼마나 생산됐는지…"
,"我反对！","반대합니다!"
,"我只有倒车入库没有信心。","후진 입고만 할 자신이 없습니다."
,"我可没收到过这种消息。","나는 이런 소식을 받아 본 적이 없다."
,"我听说「纽带」是一支特殊的舰队。","내가 듣기로는 유니온이 특수한 함대라고 한다."
,"我和你有多少相似度？","나와 너는 어느 정도의 싱크로율이 있니?"
,"我和修罗的功劳一半一半吧。","나와 수라의 공은 반반이다."
,"我喜欢的其实是……","제가 좋아하는 것은 사실.."
,"我回来了。","내가 돌아왔다."
,"我好像听说过这个名字。","나는 이 이름을 들어 본 것 같다."
,"我希望你考虑清楚了。","나는 네가 잘 고려하길 바란다."
,"我很担心你。","나는 너를 매우 걱정한다."
,"我很生气……所以，之后我也要加入！","나 너무 화가 나서..그래서 나도 나중에 가입해야겠어!"
,"我必须去救妮欧。","나는 니오를 구하러 가야 한다."
,"我思……故我在。","나는… 그러므로 내가 있다."
,"我愿洗耳恭听。","나는 공손히 듣고 싶다."
,"我打个岔，天花板上是不是有人？","내가 딴짓을 하는데,천장에 사람이 있지 않니?"
,"我接下委托了，拿我的律师徽章出来。","나는 위탁을 받아 내 변호사의 배지를 가지고 나왔다."
,"我接受过训练。","나는 훈련을 받은 적이 있다."
,"我无法告诉你。","나는 너에게 말할 수 없다."
,"我无法失去克拉丽丝，即使要付出代价……","클라리스도 잃을 수 없고, 대가를 치르더라도…."
,"我是「纽带」的指挥官，不会和傀儡以外的敌人战斗。","나는 유니온의 지휘관으로서 괴뢰 이외의 적과 싸울 수 없다."
,"我是不是很贴心？","내가 정말 마음이 맞죠?"
,"我是人造人第18号。","저는 인조인간 18호입니다."
,"我是来……替你们报仇的。","복수하러 왔어요."
,"我是该休息一下了。","나는 좀 쉬어야겠다."
,"我更想知道那些傀儡跟你们有什么关系。","나는 그 괴뢰들이 너희들과 무슨 관계가 있는지 더욱 알고 싶다."
,"我有一个办法——","내게 한 가지 방법이 있다."
,"我有自己的打算。","나는 내 나름의 계획이 있다."
,"我有自己的答案。","나는 나름대로의 답이 있다."
,"我有自己的考量。","나는 나름대로의 고려가 있다."
,"我有，一套完美的战术方案。","나는 완벽한 전술 방안을 가지고 있다."
,"我正好去看看生产了多少猫球。","나는 마침 캣볼을 얼마나 생산했는지 보러 갔다."
,"我比灰姑娘长得好看吧。","내가 신데렐라보다 예쁘다."
,"我没事，让你担心了，抱歉……","괜찮습니다. 걱정 끼쳐 드려서 죄송합니다."
,"我没受伤。","나는 다치지 않았다."
,"我没有什么目的，突然想来喝喝茶而已。","나는 아무 목적이 없는데, 갑자기 차를 마시러 온 것뿐이다."
,"我没有明白……","난 몰라..."
,"我派出小队协助你吧。","내가 소대를 보내서 너를 돕도록 하겠다."
,"我的厨艺还可以。","내 요리 솜씨는 괜찮다."
,"我的好感度，可不只一份蛋糕就能刷到的啊。","제 호감도는 케이크 하나만으로 다 칠할 수 있는 게 아니잖아요."
,"我的意见和你一样。","내 의견은 너와 같다."
,"我的绘画水平本来就很高。","나의 그림 수준은 가뜩이나 높다."
,"我知道了。","나는 알았다."
,"我知道她们真正亲近的人是谁。","나는 그녀들이 진정으로 가까운 사람이 누구인지 알고 있다."
,"我知道阵线正在搜索一位傀儡师。","나는 전선이 지금 괴뢰 사단을 수색하고 있다는 것을 안다."
,"我绝对不会让妮欧使用它。","나는 절대 니오가 그것을 사용하지 못하게 할 것이다."
,"我舍不得你们……","나는 너희들이 섭섭하다."
,"我要揭开整个事件的真相——","나는 모든 사건의 진상을 밝힐 것이다."
,"我要跳出测试。","나는 테스트를 뛰어넘을 것이다."
,"我认为是傀儡引发的混乱。","나는 괴뢰가 일으킨 혼란이라고 생각한다."
,"我讨厌小孩。","나는 아이를 싫어한다."
,"我运气一向很好。","나는 줄곧 운이 좋았다."
,"我还不能说。","나는 아직 말할 수 없다."
,"我还以为你也会加入我们。","나는 너도 우리에 합류할 줄 알았다."
,"我还以为你是这些关卡的最终BOSS呢。","난 네가 이 관문들의 최종 보스인 줄 알았어."
,"我还是无法回答你。","나는 여전히 너에게 대답할 수 없다."
,"我还有话要问你。","아직 너에게 물어볼 말이 있다."
,"我连这是哪儿都不清楚。","나는 여기가 어디인지 조차 모른다."
,"戴安娜？","다이애나?"
,"房间外的餐车有什么特别的地方吗？","방 밖에 푸드트럭이 특별한 곳이 있습니까?"
,"所谓闹鬼肯定是傀儡干的。","귀신이란 괴뢰가 한 짓이다."
,"打翻的红茶杯","엎질러진 홍차 잔"
,"执行诱饵作战，也就意味着参战的AG会十分危险吧？","미끼작전을 수행한다는 것은 참전한 AG가 그만큼 위험하다는 의미겠죠?"
,"把小托利送过来的孩子，我想把事情交给你。","톨리를 데려다 준 아이, 일을 너에게 맡기고 싶다."
,"抱住妮欧。","니오를 안아주세요."
,"抱歉……","미안..."
,"抱歉，现在才见上一面。","미안하지만 이제야 만나 뵙게 되었습니다."
,"拒绝","거절합니다."
,"按下手中的控制器","손에 있는 컨트롤러를 누르다"
,"按作战计划，撤离战线。","작전 계획에 따라 전선에서 철수하다."
,"接受","받아들이다."
,"握住","움켜쥐다"
,"摸摸妮欧的头","니오의 머리를 만져봐"
,"放弃■■·■■","放弃 ■■ ·<EMJ_PHL EMJ_PHL>· ■■"
,"放弃首脑阿特拉斯","정상 아틀라스 포기"
,"放心，我们会打败章鱼。","낙지는 안심하고 이길 수 있다."
,"无所谓。","상관없어요."
,"无法判断","판단불능"
,"无法直接把愤怒根除吗？","분노를 직접적으로 해소할 수는 없을까."
,"无法进行通讯吗？","통신을 할 수 없습니까?"
,"既然叫一天刃，你就是小队里最强的老大咯？","하루 종일 부르면 네가 소대 최강이니?"
,"早上好，妮欧。","안녕하세요,니오."
,"早上好，梅尔。","안녕하세요, 멜."
,"早上好，蕾拉。","좋은 아침이에요, 라일라."
,"早上好，零……","좋은 아침, 제로..."
,"时而互信，时而竞争的损友。","때로는 서로 믿고 때로는 경쟁하는 친구를 잃다."
,"是","네."
,"是。","네."
,"是我独断行事了。","내가 독단적으로 일을 처리했다."
,"是的。","그렇습니다."
,"是的，你好。","네, 안녕하세요."
,"是要确认自己是否在做梦吗？","꿈을 꾸고 있는지 확인하라는 건가?"
,"最近科目三终于过了。","요즈음 과목의 삼십이 마침내 지나갔다."
,"有","있다"
,"有一点。","조금 있다."
,"有了小粉，今后看来要更加热闹了。","가루가 있으니 앞으로 더욱 흥청거릴 것 같다."
,"有人背叛了阵线。","누군가가 전선을 배반했다."
,"有意义。","의미 있다."
,"有时候什么都不做，也是一种关心。","가만히 있는 것도 관심일 때가 있다."
,"有没有更具体的线索？","좀 더 구체적인 단서는 없습니까?"
,"来都来了，我不会回头的。","왔다가 다 왔는데, 돌아가지 않을 거야."
,"梅尔发生了什么吗？","멜에게 무슨 일이 있었습니까?"
,"梅尔是来传达舰队情报的。","멜은 함대의 정보를 전달하기 위해 왔다."
,"梅尔来陪我玩了。","멜이 놀러 왔어요."
,"梅尔还没有傀儡化的可能性很高？","멜은 아직 괴뢰화가 없을 가능성이 높다?"
,"梅尔，我要检查你的通讯终端了。","멜, 당신의 통신 단말기를 확인하겠습니다."
,"死者","죽은 사람"
,"气味。","냄새."
,"没关系，分内之事罢了。","괜찮아, 본분일 뿐이야."
,"没有","아니요."
,"没有。","아니요."
,"没有关系，正好可以泡杯咖啡。","괜찮습니다. 커피를 타기에 딱 좋습니다."
,"没有其他办法了吗？","다른 방법이 없을까요?"
,"没错。","틀림없다."
,"没错，放马过来吧。","그래, 덤벼라."
,"没问题。","문제없어요."
,"没问题，让各小队进入战备状态吧。","문제없습니다. 각 소대를 전투준비태세에 들어가게 하세요."
,"法官","판사"
,"消灭它火山就会喷发……","없애면 화산 폭발..."
,"深入调查只能你一个人去了。","심도 있는 조사는 오직 너 혼자 갈 수밖에 없다."
,"渐进式进入湛蓝都市，尽可能救助市民。","점진적으로 짙푸른 도시에 들어가 시민을 최대한 구조한다."
,"游戏店？","게임방?"
