100050024	괴뢰… 지구와 인류를 손아귀에 넣으려는 존재…	
100050025	설령 이번 작전이 실패로 끝난다고 하더라도…	
100050026	인류는 절대로 지지 않아요!	
100050027	주위가 화염으로 휩싸이는 중에도 니오는 두 주먹을 굳게 쥐었다.	
100050028	전 부대에게 알립니다. 지금 즉시 “오토랜드호”로부터 탈출해 주십시오.	
100050029	저는 저의 코어를 기폭시켜 괴뢰화를 길동무 삼아 먼저 떠나겠습니다.	
100050030	마지막 명령을 내린 니오는 통신을 끊었다.	
100050031	기폭까지… 5…..4….3.....	
100050032	<color=#969696>나로 인해 희생한 전우들… 절 용서해 주세요...</color>	
100050033	2――	O
100050034	<color=#969696>한 번만 더... 바다 소리를 듣고 싶었는데...</color>	
100050035	응?!	
100050036	왜 멈춘 거지? 하필이면 이럴 때 고장이라니!	
100050037	████████	O
100050038	니오의 자폭을 눈치챈 상급 괴뢰사가 거대한 날개를 펼쳐 생물을 괴뢰화시키는 “실”을 방출했다, 그 순간――	
100050039	어디선가 뿜어져 나온 에너지 광선이 괴뢰사의 “실”을 불태워버렸다.	
100050040	그리고 자욱한 연기 속에서 사람의 형체가 드러났다.	
100050041	…설마…...	
100050042	지휘관…! 정말 지휘관이세요?	
100050043	지휘관, 그 상처는… 아니, 지금은 긴급 상황이니 일단은 이곳에서 벗어나세요!	
100050044	전 다시 한번 코어를 기폭시켜 지휘관의 퇴로를――	
100050045	…혹시 제 자폭 명령을 중단시킨 게 지휘관인가요?	
100050046	지휘관… 무리하면 안 됩니다! 생체 반응이 불안정하다고요! 어서 빨리 응급 처치를 하지 않으면...	
100050047	――！	O
100050048	괴뢰사가 함내에 있다면 위성 병기를 사용하면 될 거야. 지금부터는 내 지시에 따라줘.	
100050049	네, 곧장 행동을 개시하겠습니다!	
100050050	니오와 지휘관은 상처로 인한 고통도 잊은 채 짧은 대화를 나누었다. 이윽고 니오는 상급 괴뢰사를 향해 재차 돌진해갔다.	
100050051	██████████	O
100050052	괴뢰사!	
100050053	인류는 지금 이 순간부터――	
100050054	――모든 괴뢰를 이 세상에서 섬멸하겠습니다!	
100060000	위성 병기의 섬광이 작렬하며 “오토랜드호”의 선수를 관통했다. 순식간에 두동강이 난 함체는 활활 타는 괴뢰사와 함께 바닷속으로 빠져 들어갔다.	
100060001	우리들 도움은 이제 필요 없을 것 같아요.	
100060002	자신들의 전함을 향해 위성 병기를 사용하다니 상당히 대담하군요.	
100060003	위성 병기는 오토루나의 소유야. 멋대로 사용해선 안 돼.	
100060004	수뇌, 저 함대… “유니온”의 권한은 대체 누구에게 있는 거죠?	
100060005	“유니온”은 프론티어와 오토루나가 공동으로 설립한 함대다.	
100060006	하지만 독단적인 위성 병기의 사용은 그 권한의 범주를 명백하게 넘어선 것이야. 오토루나, 이번 행동은 그쪽에게 책임이 있다고 봐도 될까?	
100060007	<color=#9dd0ff>대단히 죄송합니다, 프론티어 수뇌.</color>	
100060008	<color=#9dd0ff>위성 병기는 오토루나가 “유니온”에게 공여한 지원 무기로, 저희에게도 1차 사용에 대한 권한이 있습니다. 긴급 상황이었기 때문에 현장 지휘관의 판단에 따라 발사된 것입니다.</color>	
100060009	그 말인즉슨, “긴급 상황”에서는 지상의 각 도시가 언제라도 위성 병기에 의한 공격을 받을 수 있다라는 말인가?	
100060010	<color=#9dd0ff>설마 그럴리가요. 당신과 같은 뛰어난 AI가 계시니 아무리 위성 병기라도 지상을 위협할 수는 없겠지요...</color>	
100060011	<color=#9dd0ff>게다가 전 인류가 위기에 직면해 있는 지금, 저희가 먼저 상대해야 할 것은 괴뢰입니다.</color>	
100060012	확실한 대답을 피하는군.	
100060013	뭐, 됐어. 오토루나의 통치 체제를 고려하면 그쪽이 내 질문에 대답할 수 있는 권한도 없을 테니까.	
100060014	그쪽들의 여왕에게 전해줘. 우리에게는 위성 병기에 대한 대항책이 있다고. 그리고 한 번 더 독단으로 사용하는 일이 있을 경우, 프론티어는 그에 상응한 대응을 할 것이라고 말이야.	
100060015	<color=#9dd0ff>알겠습니다. 반드시 전달하겠습니다.</color>	
100060016	수뇌는 통신을 끊었다.	
100060017	일단 오토루나에 관한 문제는 나중에 생각하는 것이 좋겠어. 그보다 “유니온”이라는 존재를 더 이상은 무시할 수 없겠군.	
100060018	저 지휘관은 짧은 시간에 불가능에 가까운 작전을 세웠어. 그리고 AG는 높은 위험을 감수하면서까지 그 작전을 수행했다.	
100060019	과연  “유니온”이 이 전쟁에 어떤 영향을 미치게 될지 궁금하네.	
100060020	치료는 무사히 끝났습니다. 다시 승선하신 걸 환영합니다.	
100060021	아, 그렇지. 감사 인사를 드리는 걸 잊고 있었습니다!	
100060022	괴뢰사가 함교를 공격했을 때, 지휘관이 저희들을 긴급 지휘실에 피난시켜주신 덕분에 무사할 수 있었어요. 감사합니다.	
100060023	뭔가 영문을 모르겠다는 표정이시네요… 아, 제 소개가 늦었습니다!	
100060024	제 이름은 카펠라, 지휘관과 마찬가지로 “유니온” 함대에 배속되었습니다.	
100060025	앞으로는 부관으로서 지휘관을 보좌하도록 하겠습니다.	
100060026	조금 전 전투에서 당신은 지휘관으로서의 지휘 능력과 결단력을 충분히 발휘해 주었습니다. 이에 따라 프론티어와 오토루나는 당신을 정식으로 “유니온” 함대의 지휘관으로 임명했습니다.	
100060027	또한, 니오 씨를 비롯한 AAD도 “유니온”에 배속될 예정입니다.	
100060028	다만 지금은 문제가 조금 있어서…	
100060029	위성 병기에 의해 “오토랜드호”의 선수가 관통되는 바람에 정비팀이 각 모듈의 수리를 실시하고 있습니다.	
100060030	따라서 당신의 지휘관으로서의 첫 임무는…	
100060031	전함의 피해 상황을 확인한 후, 이 수리 목록에 서명하는 것입니다. 그리고 지문 등록도 할 필요가 있습니다.	
100110000	목록 확인은 문제 없는 것 같네요. 그리고 이 함대의 지휘관 등록도 무사히 완료되었습니다.	
100110001	아하하… “오토랜드호”는 제작이 완성된 후, 테스트를 하기도 전에 괴뢰의 습격을 받았기 때문에...	
100110002	하지만 앞으로 이 “오토랜드호”가 지원 보급함과 합류해서 함대를 편성하게 되면 이 함선은 정식으로 당신의 지휘 본부가 됩니다.	
100110003	맞습니다. “유니온”은 특수한 작전부대로서 프론티어와 오토루나 양측의 AG를 동원할 수 있습니다.	
100110004	<color=#969696>“유니온”… 듣던 대로 상당히 특수한 부대로군.</color>	
100110005	프론티어는 괴뢰전쟁 발발 후 지상의 국가들에 의해 결성된 반괴뢰 국가 연맹이다.	
100110006	결성 당시에는 국가들 간의 불협화음으로 인해 제대로 된 기능을 수행하지 못했다. 하지만, 지상의 대부분을 괴뢰에게 빼앗기게 되자 그제서야 통치자들은 서로의 힘을 합치기로 하였다.	
100110007	그 후, 프론티어는 지상의 많은 것을 괴뢰에게 내어주는 대신 시간을 벌어들임으로써 각국의 병력과 자원을 집결시켰다. 그리고 어느 슈퍼 AI에게 전군의 지휘를 맡겼다.	
100110008	한편, 오토루나는 원래 프론티어가 우주 실험을 진행하기 위해 건설한 스페이스 콜로니였다.	
100110009	괴뢰전쟁의 발발과 더불어 지상 국가에 대한 개념이 희박해지자, 스페이스 콜로니의 설립자는 우수한 인재를 잇달아 불러들였다.	
100110010	그 덕분에 스페이스 콜로니는 급격하게 성장하여 순식간에 하나의 국가로 발전하였는데 그것이 바로 “오토루나”이다.	
100110011	현재는 우주에 거점을 두고 있는 오토루나만이 인류의 유일한 안전구역이 되었다.	
100110012	하지만 2대 세력인 프론티어와 오토루나가...	
100110013	서로 협력하는 것을 거부한 채 자신들의 자원과 인원을 동원하지 않는 상황 속에서 현재까지 괴뢰전쟁이 지속되고 있어… 그리고 인류는 당연하게도 힘든 국면을 맞이했지.	
100110014	그랬군. 그래서 우리가 “유니온”으로 불리는군.	
100110015	맞습니다, #<name>님.	
100110016	소속이나 계급은 상관없습니다. “유니온” 모두가 힘을 합쳐 괴뢰에게 맞서고 우리의 터전을 되찾을 겁니다.	
100110017	이것이 제가 프론티어와 오토루나에 “유니온” 설립을 제안한 이유이자, “유니온”의 유일한 사명입니다.	
100110018	맞아요, 상사님 덕분에 의회에서도 별말 없이 “유니온”의 설립 안건을 수리해 주었죠!	
100110019	모두의 기대에 부응하고자 한 것뿐입니다.	
100110020	그리고 앞으로는 저를 니오라고 불러주세요.	
100110021	네!	
100110022	지휘관님, 모든 검사가 무사히 끝났습니다. 이제 부대로 돌아가도 될까요?	
100110023	감사합니다. AG-01B 니오, 사이렌. 현 시간부로 현장에 복귀하겠습니다.	
100110024	니오 씨는 #<name>씨를 지휘관으로 추천했지만, 자료실에는 #<non>에 관한 서류가 일절 없었어요.	
100110025	…	O
100110026	저야말로 오래 기다리게 해서 죄송합니다...	
100110027	AG-01B 니오 사이렌, 현 시간부로 현장에 복귀하겠습니다.	
100110028	니오 씨는 #<name>씨를 지휘관으로 추천했지만, 자료실에는 #<non>에 관한 서류가 일절 없었어요.	
100110029	군대에 소속되어 있었던 거죠…?  뭔가 숨기는 거라도 있는 건가요?	
100110030	…뭐 괜찮아요. 조금 전의 활약이 모든 걸 말해주고 있으니까요.	
100110031	당신을 믿겠습니다, #<name>님.	
100110032	…뭐 괜찮아요. 조금 전의 활약이 모든 걸 말해주고 있으니까요.	
100110033	당신을 믿겠습니다, #<name>님.	
100110034	현황 보고입니다. AG들의 준비는 끝났지만 아직 출항이 어려운 상황이라고 합니다.	
100110035	함미에 위치한 동력실의 손상이 심해 아직 수리 중이라고 합니다...	
100110036	위성 병기 때문이겠군요. 수리의 진척도는 어떤가요?	
100110037	그다지 순조롭지는 않은 것 같아요. 소문에 따르면 근처 아주르 시티에서 소규모 괴뢰화 현상이 발생한 것으로 보이는데...	
100110038	프론티어가 도시와 그 주변 보급로를 봉쇄한 상황입니다.	
100110039	그 영향으로 수리에 필요한 자재가 부족해 작업이 지연되고 있습니다.	
100110040	소문? 괴뢰화가 발생했다면 우리 쪽에도 정확한 정보가 공유되어야 하지 않은지...	
100110041	실은 그게… 프론티어측에서 저희에게 정보를 제공해 주지 않고 있는 실정입니다.	
100110042	알겠습니다.	
100120000	프론티어 기함 “아이언 해머”	
100120001	<color=#9dd0ff>토이펠, 아주르 시티의 상황은 어떤가?</color>	
100120002	<color=#9dd0ff>현재, 도시 내의 50%에 가까운 구역이 괴뢰에게 점령당했으며, 도시 중심부는 완전히 괴뢰화되었습니다.</color>	
100120003	<color=#9dd0ff>살아남은 인간의 숫자는?</color>	
100120004	<color=#9dd0ff>현시점에서 106,721명을 보호 중입니다. 대략 20만 명 정도가 아주르 시티 내에 있는 것으로 보입니다.</color>	
100120005	<color=#9dd0ff>작전을 플랜C로 변경한다. 정찰형 AG의 숫자를 늘려 생존자 수색을 우선으로 하도록.</color>	
100120006	<color=#9dd0ff>알겠습니다.</color>	
100120007	<color=#9dd0ff>수뇌, 아주르 시티 부근의 봉쇄는 어떻게 할지...</color>	
100120008	<color=#9dd0ff>특별한 문제가 없는 한 봉쇄를 계속해서 피해가 확산되는 것을 막겠다.</color>	
100120009	<color=#9dd0ff>…이 보고서를 봐 주세요.</color>	
100120010	<color=#9dd0ff>…“유니온”의 부대가 주변 일대의 괴뢰를 섬멸했다?</color>	
100120011	<color=#9dd0ff>네. 소수의 AG만으로 그 정도 숫자의 괴뢰를 무찔렀다고는 믿기지 않습니다만.</color>	
100120012	<color=#9dd0ff>무엇보다 문제는 그 지휘관에 대해서입니다. 해당 인물에 관한 자료가 어디에도 없습니다. 그 자는 대체…?</color>	
100120013	<color=#9dd0ff>지금은 그 지휘관에 대해 고민할 시간이 없어. 그보다 “유니온”이 그 정도의 전력을 갖추고 있다는 것은...</color>	
100120014	<color=#9dd0ff>토이펠, “유니온”이 필요로 하는 정보를 제공해 주도록 해.</color>	
100120015	<color=#9dd0ff>괜찮을까요…?</color>	
100120016	<color=#9dd0ff>플랜C의 약점을 “유니온”으로 보강하겠다. “유니온”을 괴뢰사 토벌 작전에 동원하는 거지.</color>	
100130000	“유니온” 지휘 기함 “오토랜드호”	
100130001	지휘관님, 전선의 작전은 순조롭게 진행되고 있습니다. 이미 아주르 시티 주변의 괴뢰들은 모두 섬멸한 상태입니다.	
100130002	다음 단계로 넘어갈 때입니다.	
100130003	아주르 시티로 진입하시겠습니까?	
100130004	<color=#969696>도시 내에 있는 괴뢰의 동향이 파악되지 않는 이상, 도시 내로 진입하는 것은 리스크가 너무 커.</color>	
100130005	<color=#969696>프론티어의 작전을 알 수 없는 상태에서는 오히려 전선에 혼란만 가져다줄 가능성이 있으니까 말이야.</color>	
100130006	<color=#969696>하지만 우리가 예측한 괴뢰의 점령 범위를 고려하면 이대로는 피해자만 늘어나게 되겠지.</color>	
100130007	카펠라, 공용 통신으로 프론티어에게 우리의 작전을 전달하도록 해.	
100130008	<color=#9dd0ff>오호? 수뇌와 마찬가지로 인류의 안전을 최우선으로 하는군.</color>	
100130009	프론티어 간부의 아이콘… 당신은?	
100130010	<color=#9dd0ff>오호? 수뇌와 마찬가지로 인류의 안전을 최우선으로 하는군.</color>	
100130011	프론티어 간부의 아이콘… 당신은?	
100130012	<color=#9dd0ff>내가 프론티어의 간부라는 사실 이외에 너희들에게 알려줄 정보는 없어.</color>	
100130013	<color=#9dd0ff>내게 승선 허가를 내려라. 수뇌로부터의 지령을 가지고 왔다.</color>	
100130014	우린 프론티어에 소속된 것이 아닙니다. 이 함선에 들어오려면 신분 조회가 필요합니다.	
100130015	수뇌 아틀라스의 보좌, AG-043 토이펠입니다.	
100130016	카펠라, 토이펠에게 승선 허가를 내려주세요. 프론티어의 주요 멤버가 찾아온 지금, 저쪽의 전황을 파악할 수 있는 절호의 기회입니다.	
100130017	<color=#9dd0ff>흥, 그래도 그쪽의 구형 AG는 꽤 눈치가 빠른 것 같군. 너희들도 본받는 것이 좋을 거야.</color>	
100130018	뭐라고…!	
100130019	카펠라, 진정하세요!	
100130020	…알겠습니다. 하지만 정말이지 불쾌한 사람이군요...	
100130021	수뇌는 우리가 아주르 시티에 진입해서 괴뢰사 토벌 작전에 참가하길 바라는 건가요?	
100130022	맞아. 그것이 아주르 시티가 직면한 위기를 완전히 해소할 수 있는 방법이다.	
100130023	괴뢰 무리의 조직도는 전형적인 피라미드 구조로, 상급 괴뢰사가 하급 괴뢰들을 조종하는 형태야.	
100130024	도시를 점령하고 있는 괴뢰사만 제압하면... 자, 그 후에는 어떻게 되는지 지휘관이 대답해 봐.	
100130025	괴뢰사를 잃은 괴뢰들은 움직임이 둔해지고, 무리를 늘리기 위한 전화에 사용되는 “실”의 효과도 큰 폭으로 감소하지.	
100130026	그때를 노려 포위 작전을 실행하면 간단히 도시를 되찾을 수 있어. 우리가 “오토랜드호”를 탈환했을 때처럼 말이지.	
100130027	호오, 나름대로 기초지식은 갖추고 있는 듯하군.	
100130028	잘 들어, 작전 개시까지 시간이 얼마 없다. 이곳에 있는 모든 AG들의 지휘권을 수뇌에게 넘겨라.	
100130029	…협력이라면 얼마든지 하겠어. 하지만 전장에 불안정 요소가 많은 현 상황에서 AG의 지휘권을 넘겨줄 수는 없다.	
100130030	불안정 요소? 수뇌의 힘을 의심하는 건가?	
100130031	수뇌는 인류가 괴뢰에게 말살당하기 직전에 만들어진 최고의 AI다.	
100130032	괴뢰전쟁 초기에는 아직 AG가 존재하지 않아 인류의 무기가 전부 괴뢰화되었었지. 그러나 수뇌는 탄생하자마자 그 시대의 시뮬레이션 전쟁에서 인류의 반격을 성공시켰다고.	
100130033	수뇌는 인류가 괴뢰에게 말살당하기 직전에 만들어진 최고의 AI다.	
100130034	괴뢰전쟁 초기에는 아직 AG가 존재하지 않아 인류의 무기가 전부 괴뢰화되었었지. 그러나 수뇌는 탄생하자마자 그 시대의 시뮬레이션 전쟁에서 인류의 반격을 성공시켰다고.	
100130035	지휘관, 인간에 불과한 네 부대를 수뇌가 지휘해주는 걸 영광으로 생각해!	
100130036	말은 그렇게 하지만, 실제로는 희생당한 AG가 점점 늘어나면서 전력 소모가 더 커지지 않았습니까!	
100130037	AG는 보호 대상이 아냐. 나도 너희들 AG도 모두 전쟁의 도구에 불과한 존재야.	
100130038	뭐라고요?!	
100130039	지휘관은 자신의 옆에 있는 니오와 자신을 따르는 AG들을 바라보았다.	
100130040	오~!	
100130041	이유는 2가지. 첫째, 협약에 따라 “유니온”에는 자유행동권이 부여된다.	
100130042	둘째… 난 AG를 작전을 위한 도구라고는 생각하지 않는다.	
100130043	하지만 할 수 있는 한, 프론티어에게 협력은 하겠어. 너희 수뇌에게도 그렇게 전해주길 바란다.	
100130044	흠… 쉽지 않은 녀석이네.	
100130045	그렇게 중얼거리던 토이펠은 통신기를 꺼내 어딘가로 보고를 했다.	
100130046	…알겠습니다.	
100130047	...#<name>. 수뇌는 너희들의 자유행동을 허가했다. 작전 내용은 너희 단말기로 보내 놓을 테니 확실하게 숙지하도록 해.	
100130048	그렇게 말을 전하고는 토이펠은 함교를 떠났다.	
100130049	쳇, 잘난 척은! 자유행동권이 없다고 하더라도 저런 심술궂은 녀석들에게 우리 귀여운 AG들을 지휘하게 할 수는 없어요!	
100130050	귀, 귀엽다고…?	
100130051	네! 지휘관님도 그렇게 생각하죠?	
100130052	그렇죠!	
100130053	아, 이제 곧 작전이 시작될 테니 모두를 회의실로 모이도록 해야겠어요.	
100130054	응? 지금 혹시 부끄러워하는 거예요?	
100130055	아, 이제 곧 작전이 시작될 테니 모두를 회의실로 모이도록 해야겠어요.	
100130056	아, 그게… 그런 말은 듣지 못했어요…	
100130057	아, 이제 곧 작전이 시작될 테니 모두를 회의실로 모이도록 해야겠어요.	
100130058	카펠라는 AG들을 데리고 그곳을 떠났다. 함교 내에는 지휘관과 니오 두 사람만 남았다.	
100130059	지휘관은 옛날과 전혀 달라지지 않았네요…	
100130060	프론티어 기함 “아이언 해머”	
100130061	<color=#9dd0ff>지시하신 대로 괴뢰사 토벌 작전의 세부내용을 “유니온”에게 전달했습니다.</color>	
100130062	<color=#9dd0ff>그렇다면 전선에 있는 모든 AG들에게 전달하라. “유니온”이 작전의 주요 구역으로 진입할 때까지 엄호를 실시한다. 그리고… “유니온”을 우선적으로 괴뢰사와 대치시킬 수 있도록 한다.</color>	
100130063	<color=#9dd0ff>“유니온”이 괴뢰사와 대치하고 있는 동안 후속부대에게 빈틈을 노리게 하려는 계획이십니까?</color>	
100130064	<color=#9dd0ff>그렇다, 아주르 시티를 점령한 괴뢰사는 전화 효율이 낮지.</color>	
100130065	<color=#9dd0ff>“유니온”이 괴뢰사와 교전하는 동안 후속부대는 가능한 한 많은 인간들을 구출한다.</color>	
100130066	<color=#9dd0ff>과연. 그리고 설령 “유니온”이 진다고 하더라도 괴뢰사의 체력과 체내에 있는 에너지는 소모시킬 수 있겠군요.</color>	
100130067	<color=#9dd0ff>그럼 저희는 정예부대를 파견해 힘이 빠진 괴뢰사를 섬멸한다는 그런 계획이네요.</color>	
100130068	<color=#9dd0ff>다만… 그 지휘관의 정체가 아직 파악되지 않았습니다. 프론티어의 데이터 베이스에서조차 어떠한 자료도 찾을 수 없었습니다.</color>	
100130069	<color=#9dd0ff>정말로 “유니온”을 믿어도 될까요?</color>	
100130070	<color=#9dd0ff>그 질문은 이미 두 번째다.</color>	
100130071	<color=#9dd0ff>인류의 신뢰는 상대적인 것이야. 나에게 있어서...</color>	
100130072	<color=#9dd0ff>――이번 작전은 그 지휘관에 대한 테스트야. “유니온”에게 그들 자신의 가치를 증명하게 해 보이겠어.</color>	
100140000	아주르 시티 내의 어느 극장	
100140001	극장은 붕괴되어 처참한 모습이었지만, 그 무대 위에는 어째서인지 연주자들이 서 있었다.	
100140002	그들은 무엇인가에 조종당하고 있는 듯 기계적으로 악기를 연주하고 있었다.	
100140003	아, 정말이지 아름다운 선율이야.	
100140004	이 연주를 듣는다면 누구라도――	
100140005	쿵. 연주를 하고 있던 괴뢰 1기가 느닷없이 쓰러졌다.	
100140006	그와 함께 다른 괴뢰들도 연주하던 손을 멈추었다.	
100140007	왜 멈춘 거야! 계속 해!	
100140008	계속 연주하라는 소리가 안 들려?!	
100140009	무대 최고위층에 서 있던 괴뢰사는 실을 조종해 연주를 재개시키려 했다.	
100140010	하지만 쓰러진 괴뢰는 다시 일어서지 못했다.	
100140011	…소리도 나지 않는 악기 따위 필요 없어.	
100140012	괴뢰사가 괴뢰의 머리에 발을 가져다 댔다. 그리고――	
100140013	푹푹… 푹푹… 인정사정 없이 밟아 뭉갰다.	
100140014	오호! 지금의 소리는 이 소절의 리듬에 딱이야!	
100140015	아름다워, 아름답다구!	
100140016	연주를 계속 하자구! 다음 소절부터 조금 전의 소리를 넣는 거야!	
100140017	아하, 아하하하! 몰랐어, 너희들이 “타악기”도 된다는 사실을 말이야!	
100140018	아름다워, 이 아름다운 선율이라면…	
100140019	분명 모든 사람들을 구원할 수 있겠지?	
100140020	둥――	
100140021	“유니온” 지휘 기함 “오토랜드호”	
100140022	이것이… 드론이 마지막으로 촬영한 아주르 시티 내의 영상입니다.	
